disease,month,cases,pop,days,inc_day,tmean,tmean1,anom0,anom1,pandemic
Salmonellosis,2021-04-01,74,8778099,30,0.0281002374963721,8.41428571428572,6.17142857142857,-2.13979591836735,-0.592857142857143,TRUE
Campylobacteriosis,2021-05-01,485,8778099,31,0.178229492402883,11.6714285714286,8.41428571428572,-2.29387755102041,-2.13979591836735,TRUE
Salmonellosis,2021-05-01,101,8778099,31,0.0371158324385386,11.6714285714286,8.41428571428572,-2.29387755102041,-2.13979591836735,TRUE
Campylobacteriosis,2021-06-01,642,8778099,30,0.243788546927985,19.4714285714286,11.6714285714286,0.310204081632651,-2.29387755102041,TRUE
Salmonellosis,2021-06-01,120,8778099,30,0.0455679526968197,19.4714285714286,11.6714285714286,0.310204081632651,-2.29387755102041,TRUE
Campylobacteriosis,2021-07-01,904,8778099,31,0.332205074499395,18.7857142857143,19.4714285714286,-2.07142857142857,0.310204081632651,FALSE
Salmonellosis,2021-07-01,182,8778099,31,0.0668819950872676,18.7857142857143,19.4714285714286,-2.07142857142857,0.310204081632651,FALSE
Campylobacteriosis,2021-08-01,953,8778099,31,0.350211765484429,18.1,18.7857142857143,-2.0969387755102,-2.07142857142857,FALSE
Salmonellosis,2021-08-01,290,8778099,31,0.10657021195224,18.1,18.7857142857143,-2.0969387755102,-2.07142857142857,FALSE
Campylobacteriosis,2021-09-01,700,8778099,30,0.265813057398115,16.6428571428571,18.1,0.772527472527472,-2.0969387755102,FALSE
Salmonellosis,2021-09-01,198,8778099,30,0.0751871219497524,16.6428571428571,18.1,0.772527472527472,-2.0969387755102,FALSE
Campylobacteriosis,2021-10-01,563,8778099,31,0.206893204583141,9.98571428571429,16.6428571428571,-1.59230769230769,0.772527472527472,FALSE
Salmonellosis,2021-10-01,174,8778099,31,0.0639421271713437,9.98571428571429,16.6428571428571,-1.59230769230769,0.772527472527472,FALSE
Campylobacteriosis,2021-11-01,460,8778099,30,0.174677152004475,4.6,9.98571428571429,-1.56703296703297,-1.59230769230769,FALSE
Salmonellosis,2021-11-01,97,8778099,30,0.0368340950965959,4.6,9.98571428571429,-1.56703296703297,-1.59230769230769,FALSE
Campylobacteriosis,2021-12-01,666,8778099,31,0.24474400400066,2.9,4.6,-0.304395604395605,-1.56703296703297,FALSE
Salmonellosis,2021-12-01,58,8778099,31,0.0213140423904479,2.9,4.6,-0.304395604395605,-1.56703296703297,FALSE
Campylobacteriosis,2022-01-01,680,8855062,31,0.247716886352323,2.07142857142857,2.9,-0.16734693877551,-0.304395604395605,FALSE
Salmonellosis,2022-01-01,82,8855062,31,0.0298717421777801,2.07142857142857,2.9,-0.16734693877551,-0.304395604395605,FALSE
Campylobacteriosis,2022-02-01,344,8855062,28,0.138742272902373,4.92857142857143,2.07142857142857,1.0530612244898,-0.16734693877551,FALSE
Salmonellosis,2022-02-01,54,8855062,28,0.0217793102811864,4.92857142857143,2.07142857142857,1.0530612244898,-0.16734693877551,FALSE
Campylobacteriosis,2022-03-01,435,8855062,31,0.158465949357736,7.08571428571429,4.92857142857143,0.321428571428571,1.0530612244898,FALSE
Salmonellosis,2022-03-01,78,8855062,31,0.0284145840227665,7.08571428571429,4.92857142857143,0.321428571428571,1.0530612244898,FALSE
Campylobacteriosis,2022-04-01,405,8855062,30,0.152455171968305,9.7,7.08571428571429,-0.854081632653061,0.321428571428571,FALSE
Salmonellosis,2022-04-01,92,8855062,30,0.0346317921508248,9.7,7.08571428571429,-0.854081632653061,0.321428571428571,FALSE
Campylobacteriosis,2022-05-01,519,8855062,31,0.189066270613023,16.5428571428571,9.7,2.57755102040817,-0.854081632653061,FALSE
Salmonellosis,2022-05-01,152,8855062,31,0.0553720098905193,16.5428571428571,9.7,2.57755102040817,-0.854081632653061,FALSE
Campylobacteriosis,2022-06-01,816,8855062,30,0.307168939076881,20.1714285714286,16.5428571428571,1.01020408163265,2.57755102040817,FALSE
Salmonellosis,2022-06-01,157,8855062,30,0.0590999061704292,20.1714285714286,16.5428571428571,1.01020408163265,2.57755102040817,FALSE
Campylobacteriosis,2022-07-01,1021,8855062,31,0.371939619067238,21.9857142857143,20.1714285714286,1.12857142857143,1.01020408163265,FALSE
Salmonellosis,2022-07-01,212,8855062,31,0.0772293822157242,21.9857142857143,20.1714285714286,1.12857142857143,1.01020408163265,FALSE
Campylobacteriosis,2022-08-01,1039,8855062,31,0.378496830764799,21.0428571428571,21.9857142857143,0.845918367346936,1.12857142857143,FALSE
Salmonellosis,2022-08-01,334,8855062,31,0.121672705943641,21.0428571428571,21.9857142857143,0.845918367346936,1.12857142857143,FALSE
Campylobacteriosis,2022-09-01,663,8855062,30,0.249574762999965,15,21.0428571428571,-0.870329670329671,0.845918367346936,FALSE
Salmonellosis,2022-09-01,241,8855062,30,0.0907202381342258,15,21.0428571428571,-0.870329670329671,0.845918367346936,FALSE
Campylobacteriosis,2022-10-01,606,8855062,31,0.22075946048457,14.2285714285714,15,2.65054945054945,-0.870329670329671,FALSE
Salmonellosis,2022-10-01,213,8855062,31,0.0775936717544777,14.2285714285714,15,2.65054945054945,-0.870329670329671,FALSE
Campylobacteriosis,2022-11-01,595,8855062,30,0.223977351410225,7.71428571428571,14.2285714285714,1.54725274725275,2.65054945054945,FALSE
Salmonellosis,2022-11-01,137,8855062,30,0.0515712557028586,7.71428571428571,14.2285714285714,1.54725274725275,2.65054945054945,FALSE
Campylobacteriosis,2022-12-01,522,8855062,31,0.190159139229283,3.44285714285714,7.71428571428571,0.238461538461538,1.54725274725275,FALSE
Salmonellosis,2022-12-01,92,8855062,31,0.0335146375653143,3.44285714285714,7.71428571428571,0.238461538461538,1.54725274725275,FALSE
Campylobacteriosis,2023-01-01,575,9002273,31,0.206041153126263,3.2,3.44285714285714,0.961224489795919,0.238461538461538,FALSE
Salmonellosis,2023-01-01,114,9002273,31,0.0408498981850329,3.2,3.44285714285714,0.961224489795919,0.238461538461538,FALSE
Campylobacteriosis,2023-02-01,309,9002273,28,0.122588087316551,3.97142857142857,3.2,0.0959183673469388,0.961224489795919,FALSE
Salmonellosis,2023-02-01,76,9002273,28,0.0301511153270481,3.97142857142857,3.2,0.0959183673469388,0.961224489795919,FALSE
Campylobacteriosis,2023-03-01,338,9002273,31,0.12111636479422,7.65714285714286,3.97142857142857,0.892857142857143,0.0959183673469388,FALSE
Salmonellosis,2023-03-01,84,9002273,31,0.0300999249784453,7.65714285714286,3.97142857142857,0.892857142857143,0.0959183673469388,FALSE
Campylobacteriosis,2023-04-01,330,9002273,30,0.122191362114879,9.05714285714286,7.65714285714286,-1.4969387755102,0.892857142857143,FALSE
Salmonellosis,2023-04-01,99,9002273,30,0.0366574086344638,9.05714285714286,7.65714285714286,-1.4969387755102,0.892857142857143,FALSE
Campylobacteriosis,2023-05-01,466,9002273,31,0.166982917142328,14.4285714285714,9.05714285714286,0.46326530612245,-1.4969387755102,FALSE
Salmonellosis,2023-05-01,131,9002273,31,0.0469415496687659,14.4285714285714,9.05714285714286,0.46326530612245,-1.4969387755102,FALSE
Campylobacteriosis,2023-06-01,591,9002273,30,0.218833621242102,20.2857142857143,14.4285714285714,1.12448979591836,0.46326530612245,FALSE
Salmonellosis,2023-06-01,126,9002273,30,0.0466548837165902,20.2857142857143,14.4285714285714,1.12448979591836,0.46326530612245,FALSE
Campylobacteriosis,2023-07-01,724,9002273,31,0.259432686718981,21.0714285714286,20.2857142857143,0.214285714285712,1.12448979591836,FALSE
Salmonellosis,2023-07-01,190,9002273,31,0.0680831636417216,21.0714285714286,20.2857142857143,0.214285714285712,1.12448979591836,FALSE
Campylobacteriosis,2023-08-01,875,9002273,31,0.313540885192139,20.7142857142857,21.0714285714286,0.517346938775511,0.214285714285712,FALSE
Salmonellosis,2023-08-01,305,9002273,31,0.109291394266974,20.7142857142857,21.0714285714286,0.517346938775511,0.214285714285712,FALSE
Campylobacteriosis,2023-09-01,668,9002273,30,0.247344939068907,18.6,20.7142857142857,2.72967032967033,0.517346938775511,FALSE
Salmonellosis,2023-09-01,278,9002273,30,0.102936965660413,18.6,20.7142857142857,2.72967032967033,0.517346938775511,FALSE
Campylobacteriosis,2023-10-01,657,9002273,31,0.235424413224269,13.5857142857143,18.6,2.00769230769231,2.72967032967033,FALSE
Salmonellosis,2023-10-01,222,9002273,31,0.0795498017287483,13.5857142857143,18.6,2.00769230769231,2.72967032967033,FALSE
Campylobacteriosis,2023-11-01,565,9002273,30,0.209206423014869,6.48571428571429,13.5857142857143,0.318681318681318,2.00769230769231,FALSE
Salmonellosis,2023-11-01,113,9002273,30,0.0418412846029738,6.48571428571429,13.5857142857143,0.318681318681318,2.00769230769231,FALSE
Campylobacteriosis,2023-12-01,686,9002273,31,0.245816053990637,4.52857142857143,6.48571428571429,1.32417582417582,0.318681318681318,FALSE
Salmonellosis,2023-12-01,85,9002273,31,0.0304582574186649,4.52857142857143,6.48571428571429,1.32417582417582,0.318681318681318,FALSE
Campylobacteriosis,2024-01-01,716,9091915,31,0.254036407000598,2.94285714285714,4.52857142857143,0.704081632653062,1.32417582417582,FALSE
Salmonellosis,2024-01-01,87,9091915,31,0.0308675522472793,2.94285714285714,4.52857142857143,0.704081632653062,1.32417582417582,FALSE
Campylobacteriosis,2024-02-01,432,9091915,29,0.163843939633597,7,2.94285714285714,3.12448979591837,0.704081632653062,FALSE
Salmonellosis,2024-02-01,97,9091915,29,0.036789032741803,7,2.94285714285714,3.12448979591837,0.704081632653062,FALSE
Campylobacteriosis,2024-03-01,442,9091915,31,0.156821357394224,8.45714285714286,7,1.69285714285714,3.12448979591837,FALSE
Salmonellosis,2024-03-01,95,9091915,31,0.0337059478562245,8.45714285714286,7,1.69285714285714,3.12448979591837,FALSE
Campylobacteriosis,2024-04-01,531,9091915,30,0.194678458828531,10.4857142857143,8.45714285714286,-0.0683673469387749,1.69285714285714,FALSE
Salmonellosis,2024-04-01,127,9091915,30,0.0465615146350723,10.4857142857143,8.45714285714286,-0.0683673469387749,1.69285714285714,FALSE
Campylobacteriosis,2024-05-01,681,9091915,31,0.241618426211462,14.0571428571429,10.4857142857143,0.091836734693878,-0.0683673469387749,FALSE
Salmonellosis,2024-05-01,128,9091915,31,0.0454143297431236,14.0571428571429,10.4857142857143,0.091836734693878,-0.0683673469387749,FALSE
Campylobacteriosis,2024-06-01,834,9091915,30,0.305766166973624,18.0571428571429,14.0571428571429,-1.10408163265306,0.091836734693878,FALSE
Salmonellosis,2024-06-01,124,9091915,30,0.045461636336606,18.0571428571429,14.0571428571429,-1.10408163265306,0.091836734693878,FALSE
Campylobacteriosis,2024-07-01,958,9091915,31,0.339897874171191,20.8571428571429,18.0571428571429,0,-1.10408163265306,FALSE
Salmonellosis,2024-07-01,221,9091915,31,0.0784106786971119,20.8571428571429,18.0571428571429,0,-1.10408163265306,FALSE
Campylobacteriosis,2024-08-01,1118,9091915,31,0.396665786350095,21.7285714285714,20.8571428571429,1.53163265306122,0,FALSE
Salmonellosis,2024-08-01,437,9091915,31,0.155047360138633,21.7285714285714,20.8571428571429,1.53163265306122,0,FALSE
Campylobacteriosis,2024-09-01,804,9091915,30,0.294767383988962,14.9571428571429,21.7285714285714,-0.913186813186813,1.53163265306122,FALSE
Salmonellosis,2024-09-01,334,9091915,30,0.122453117229245,14.9571428571429,21.7285714285714,-0.913186813186813,1.53163265306122,FALSE
Campylobacteriosis,2024-10-01,767,9091915,31,0.272131179007623,12.1571428571429,14.9571428571429,0.579120879120879,-0.913186813186813,FALSE
Salmonellosis,2024-10-01,342,9091915,31,0.121341412282408,12.1571428571429,14.9571428571429,0.579120879120879,-0.913186813186813,FALSE
Campylobacteriosis,2024-11-01,534,9091915,30,0.195778337126997,5.88571428571429,12.1571428571429,-0.281318681318681,0.579120879120879,FALSE
Salmonellosis,2024-11-01,183,9091915,30,0.0670925762064428,5.88571428571429,12.1571428571429,-0.281318681318681,0.579120879120879,FALSE
Campylobacteriosis,2024-12-01,543,9091915,31,0.192656101957157,2.45714285714286,5.88571428571429,-0.747252747252747,-0.281318681318681,FALSE
Salmonellosis,2024-12-01,88,9091915,31,0.0312223516983975,2.45714285714286,5.88571428571429,-0.747252747252747,-0.281318681318681,FALSE
Campylobacteriosis,2025-01-01,524,9091915,31,0.185914912385912,2.87142857142857,2.45714285714286,0.63265306122449,-0.747252747252747,FALSE
Salmonellosis,2025-01-01,147,9091915,31,0.0521555193143685,2.87142857142857,2.45714285714286,0.63265306122449,-0.747252747252747,FALSE
Campylobacteriosis,2025-02-01,322,9091915,28,0.126486004323622,3.54285714285714,2.87142857142857,-0.33265306122449,0.63265306122449,FALSE
Salmonellosis,2025-02-01,100,9091915,28,0.039281367802367,3.54285714285714,2.87142857142857,-0.33265306122449,0.63265306122449,FALSE
Campylobacteriosis,2025-03-01,377,9091915,31,0.133759393071544,7.62857142857143,3.54285714285714,0.864285714285715,-0.33265306122449,FALSE
Salmonellosis,2025-03-01,121,9091915,31,0.0429307335852965,7.62857142857143,3.54285714285714,0.864285714285715,-0.33265306122449,FALSE
Campylobacteriosis,2025-04-01,387,9091915,30,0.141884300502149,11.5142857142857,7.62857142857143,0.960204081632654,0.864285714285715,FALSE
Salmonellosis,2025-04-01,131,9091915,30,0.0480280190330273,11.5142857142857,7.62857142857143,0.960204081632654,0.864285714285715,FALSE
Campylobacteriosis,2025-05-01,646,9091915,31,0.229200445422327,14.3,11.5142857142857,0.33469387755102,0.960204081632654,FALSE
Salmonellosis,2025-05-01,177,9091915,31,0.0627995028479131,14.3,11.5142857142857,0.33469387755102,0.960204081632654,FALSE
Campylobacteriosis,2025-06-01,870,9091915,30,0.31896470655522,21.2428571428571,14.3,2.08163265306122,0.33469387755102,FALSE
Salmonellosis,2025-06-01,180,9091915,30,0.0659926979079765,21.2428571428571,14.3,2.08163265306122,0.33469387755102,FALSE
Campylobacteriosis,2025-07-01,1167,9091915,31,0.414050959454885,19.6285714285714,21.2428571428571,-1.22857142857143,2.08163265306122,FALSE
Salmonellosis,2025-07-01,246,9091915,31,0.0872806649750657,19.6285714285714,21.2428571428571,-1.22857142857143,2.08163265306122,FALSE
Campylobacteriosis,2025-08-01,1252,9091915,31,0.444208912799928,20.3428571428571,19.6285714285714,0.145918367346937,-1.22857142857143,FALSE
Salmonellosis,2025-08-01,374,9091915,31,0.132694994718189,20.3428571428571,19.6285714285714,0.145918367346937,-1.22857142857143,FALSE
Campylobacteriosis,2025-09-01,987,9091915,30,0.361859960195404,15.3714285714286,20.3428571428571,-0.498901098901099,0.145918367346937,FALSE
Salmonellosis,2025-09-01,297,9091915,30,0.108887951548161,15.3714285714286,20.3428571428571,-0.498901098901099,0.145918367346937,FALSE
Campylobacteriosis,2025-10-01,814,9091915,31,0.288806753210177,10.5714285714286,15.3714285714286,-1.00659340659341,-0.498901098901099,FALSE
Salmonellosis,2025-10-01,249,9091915,31,0.0883450633284201,10.5714285714286,15.3714285714286,-1.00659340659341,-0.498901098901099,FALSE
Campylobacteriosis,2025-11-01,691,9091915,30,0.253338634746732,5.55714285714286,10.5714285714286,-0.60989010989011,-1.00659340659341,FALSE
Salmonellosis,2025-11-01,147,9091915,30,0.0538940366248475,5.55714285714286,10.5714285714286,-0.60989010989011,-1.00659340659341,FALSE
Campylobacteriosis,2025-12-01,679,9091915,31,0.240908827309226,3.17142857142857,5.55714285714286,-0.0329670329670333,-0.60989010989011,FALSE
Salmonellosis,2025-12-01,119,9091915,31,0.0422211346830602,3.17142857142857,5.55714285714286,-0.0329670329670333,-0.60989010989011,FALSE
Campylobacteriosis,2026-01-01,740,9091674,31,0.2625585534846,1.08571428571429,3.17142857142857,-1.1530612244898,-0.0329670329670333,FALSE
Salmonellosis,2026-01-01,122,9091674,31,0.043286680439353,1.08571428571429,3.17142857142857,-1.1530612244898,-0.0329670329670333,FALSE
Campylobacteriosis,2026-02-01,439,9091674,28,0.172449775790151,5.81428571428571,1.08571428571429,1.93877551020408,-1.1530612244898,FALSE
Salmonellosis,2026-02-01,89,9091674,28,0.0349613440667959,5.81428571428571,1.08571428571429,1.93877551020408,-1.1530612244898,FALSE
Campylobacteriosis,2026-03-01,510,9091674,31,0.180952516590738,6.97142857142857,5.81428571428571,0.207142857142857,1.93877551020408,FALSE
Salmonellosis,2026-03-01,120,9091674,31,0.0425770627272325,6.97142857142857,5.81428571428571,0.207142857142857,1.93877551020408,FALSE
Campylobacteriosis,2026-04-01,563,9091674,30,0.206415965493997,12.1714285714286,6.97142857142857,1.61734693877551,0.207142857142857,FALSE
Salmonellosis,2026-04-01,141,9091674,30,0.0516956503279814,12.1714285714286,6.97142857142857,1.61734693877551,0.207142857142857,FALSE
Campylobacteriosis,2026-05-01,851,9091674,31,0.30194233650729,15.4857142857143,12.1714285714286,1.52040816326531,1.61734693877551,FALSE
Salmonellosis,2026-05-01,126,9091674,31,0.0447059158635941,15.4857142857143,12.1714285714286,1.52040816326531,1.61734693877551,FALSE
Campylobacteriosis,2026-06-01,1096,9091674,30,0.401832856450125,21.5571428571429,15.4857142857143,2.39591836734694,1.52040816326531,FALSE
Salmonellosis,2026-06-01,170,9091674,30,0.0623280890479208,21.5571428571429,15.4857142857143,2.39591836734694,1.52040816326531,FALSE
Campylobacteriosis,2026-07-01,1280,9091674,31,0.454155335757146,23.2142857142857,21.5571428571429,2.35714285714286,2.39591836734694,FALSE
Salmonellosis,2026-07-01,290,9091674,31,0.102894568257478,23.2142857142857,21.5571428571429,2.35714285714286,2.39591836734694,FALSE
Campylobacteriosis,2026-08-01,1392,9091674,31,0.493893927635896,22.9714285714286,23.2142857142857,2.77448979591837,2.35714285714286,FALSE
Salmonellosis,2026-08-01,555,9091674,31,0.19691891511345,22.9714285714286,23.2142857142857,2.77448979591837,2.35714285714286,FALSE
