month,tmean,tmean_zh,precip,cal,clim,clim_zh,clim_p,anom0,anom0_zh,panom0,anom1,anom1_zh,tmean1
2014-11-01,7.44285714285714,6.6,162.914285714286,11,6.16703296703297,5.56153846153846,91.5,1.27582417582418,1.03846153846154,71.4142857142857,1.47912087912088,1.44615384615385,13.0571428571429
2014-12-01,3.7,3.1,54.8571428571429,12,3.2043956043956,2.59230769230769,73.9241758241758,0.495604395604396,0.507692307692308,-19.067032967033,1.27582417582418,1.03846153846154,7.44285714285714
2015-01-01,2.45714285714286,1.9,92.4142857142857,1,2.23877551020408,1.62142857142857,76.3836734693878,0.218367346938776,0.278571428571428,16.030612244898,0.495604395604396,0.507692307692308,3.7
2015-02-01,0.828571428571429,-0.5,47.6714285714286,2,3.87551020408163,3.22142857142857,62.1826530612245,-3.0469387755102,-3.72142857142857,-14.5112244897959,0.218367346938776,0.278571428571428,2.45714285714286
2015-03-01,6.88571428571429,6.4,60.8714285714286,3,6.76428571428571,6.27857142857143,64.3397959183674,0.121428571428572,0.121428571428572,-3.46836734693878,-3.0469387755102,-3.72142857142857,0.828571428571429
2015-04-01,10.6142857142857,10.1,108.928571428571,4,10.5540816326531,10.1142857142857,79.6989795918367,0.0602040816326532,-0.0142857142857142,29.2295918367347,0.121428571428572,0.121428571428572,6.88571428571429
2015-05-01,14.5571428571429,13.8,158.414285714286,5,13.965306122449,13.4214285714286,133.613265306122,0.591836734693878,0.37857142857143,24.8010204081633,0.0602040816326532,-0.0142857142857142,10.6142857142857
2015-06-01,18.6857142857143,17.9,113.314285714286,6,19.1612244897959,18.5857142857143,118.576530612245,-0.475510204081637,-0.685714285714287,-5.26224489795918,0.591836734693878,0.37857142857143,14.5571428571429
2015-07-01,22.9428571428571,22.2,50.5,7,20.8571428571429,20.0928571428571,114.829591836735,2.08571428571429,2.10714285714286,-64.3295918367347,-0.475510204081637,-0.685714285714287,18.6857142857143
2015-08-01,20.5142857142857,20.4,92.1142857142857,8,20.1969387755102,19.5857142857143,122.331632653061,0.317346938775508,0.814285714285713,-30.2173469387755,2.08571428571429,2.10714285714286,22.9428571428571
2015-09-01,13.9428571428571,13.2,89.9,9,15.8703296703297,15.2538461538462,96.8901098901099,-1.92747252747253,-2.05384615384616,-6.99010989010988,0.317346938775508,0.814285714285713,20.5142857142857
2015-10-01,9.72857142857143,9.2,71.5285714285714,10,11.578021978022,10.9538461538462,98.5648351648352,-1.84945054945055,-1.75384615384615,-27.0362637362637,-1.92747252747253,-2.05384615384616,13.9428571428571
2015-11-01,7.75714285714286,7.8,54.1,11,6.16703296703297,5.56153846153846,91.5,1.59010989010989,2.23846153846154,-37.4,-1.84945054945055,-1.75384615384615,9.72857142857143
2015-12-01,4.57142857142857,4.4,18.5571428571429,12,3.2043956043956,2.59230769230769,73.9241758241758,1.36703296703297,1.80769230769231,-55.367032967033,1.59010989010989,2.23846153846154,7.75714285714286
2016-01-01,3.21428571428571,2.8,124.014285714286,1,2.23877551020408,1.62142857142857,76.3836734693878,0.975510204081633,1.17857142857143,47.630612244898,1.36703296703297,1.80769230769231,4.57142857142857
2016-02-01,4.5,3.9,99.9714285714286,2,3.87551020408163,3.22142857142857,62.1826530612245,0.624489795918367,0.678571428571428,37.7887755102041,0.975510204081633,1.17857142857143,3.21428571428571
2016-03-01,5.34285714285714,4.7,52.1285714285714,3,6.76428571428571,6.27857142857143,64.3397959183674,-1.42142857142857,-1.57857142857143,-12.2112244897959,0.624489795918367,0.678571428571428,4.5
2016-04-01,9.67142857142857,8.9,123.885714285714,4,10.5540816326531,10.1142857142857,79.6989795918367,-0.88265306122449,-1.21428571428571,44.1867346938776,-1.42142857142857,-1.57857142857143,5.34285714285714
2016-05-01,13.2428571428571,12.8,192.757142857143,5,13.965306122449,13.4214285714286,133.613265306122,-0.722448979591835,-0.62142857142857,59.1438775510204,-0.88265306122449,-1.21428571428571,9.67142857142857
2016-06-01,17.1571428571429,16.4,191.757142857143,6,19.1612244897959,18.5857142857143,118.576530612245,-2.00408163265306,-2.18571428571429,73.180612244898,-0.722448979591835,-0.62142857142857,13.2428571428571
2016-07-01,20.2142857142857,19.4,133.814285714286,7,20.8571428571429,20.0928571428571,114.829591836735,-0.642857142857142,-0.692857142857143,18.984693877551,-2.00408163265306,-2.18571428571429,17.1571428571429
2016-08-01,19.6,19,99.7857142857143,8,20.1969387755102,19.5857142857143,122.331632653061,-0.596938775510203,-0.585714285714285,-22.5459183673469,-0.642857142857142,-0.692857142857143,20.2142857142857
2016-09-01,17.3714285714286,16.8,60.3428571428572,9,15.8703296703297,15.2538461538462,96.8901098901099,1.5010989010989,1.54615384615385,-36.5472527472527,-0.596938775510203,-0.585714285714285,19.6
2016-10-01,9.22857142857143,8.5,84.8142857142857,10,11.578021978022,10.9538461538462,98.5648351648352,-2.34945054945055,-2.45384615384615,-13.7505494505494,1.5010989010989,1.54615384615385,17.3714285714286
2016-11-01,5.67142857142857,4.9,95.0571428571429,11,6.16703296703297,5.56153846153846,91.5,-0.495604395604396,-0.661538461538461,3.55714285714285,-2.34945054945055,-2.45384615384615,9.22857142857143
2016-12-01,1.42857142857143,0.7,1.95714285714286,12,3.2043956043956,2.59230769230769,73.9241758241758,-1.77582417582418,-1.89230769230769,-71.967032967033,-0.495604395604396,-0.661538461538461,5.67142857142857
2017-01-01,-1.85714285714286,-3,50.5428571428572,1,2.23877551020408,1.62142857142857,76.3836734693878,-4.09591836734694,-4.62142857142857,-25.8408163265306,-1.77582417582418,-1.89230769230769,1.42857142857143
2017-02-01,4.4,3.7,66.9142857142857,2,3.87551020408163,3.22142857142857,62.1826530612245,0.524489795918368,0.478571428571429,4.73163265306122,-4.09591836734694,-4.62142857142857,-1.85714285714286
2017-03-01,8.81428571428572,8.5,65.5428571428572,3,6.76428571428571,6.27857142857143,64.3397959183674,2.05,2.22142857142857,1.2030612244898,0.524489795918368,0.478571428571429,4.4
2017-04-01,9.61428571428571,8.8,105.557142857143,4,10.5540816326531,10.1142857142857,79.6989795918367,-0.939795918367347,-1.31428571428571,25.8581632653061,2.05,2.22142857142857,8.81428571428572
2017-05-01,15.0285714285714,14.8,99.3,5,13.965306122449,13.4214285714286,133.613265306122,1.06326530612245,1.37857142857143,-34.3132653061225,-0.939795918367347,-1.31428571428571,9.61428571428571
2017-06-01,20.2714285714286,19.9,141.071428571429,6,19.1612244897959,18.5857142857143,118.576530612245,1.11020408163265,1.31428571428571,22.4948979591837,1.06326530612245,1.37857142857143,15.0285714285714
2017-07-01,20.2285714285714,19.2,104.085714285714,7,20.8571428571429,20.0928571428571,114.829591836735,-0.62857142857143,-0.892857142857142,-10.7438775510204,1.11020408163265,1.31428571428571,20.2714285714286
2017-08-01,20.1571428571429,19.5,123.814285714286,8,20.1969387755102,19.5857142857143,122.331632653061,-0.0397959183673464,-0.0857142857142854,1.48265306122448,-0.62857142857143,-0.892857142857142,20.2285714285714
2017-09-01,13.6714285714286,13.1,96.0714285714286,9,15.8703296703297,15.2538461538462,96.8901098901099,-2.1989010989011,-2.15384615384616,-0.818681318681314,-0.0397959183673464,-0.0857142857142854,20.1571428571429
2017-10-01,11.7142857142857,11.3,38.6714285714286,10,11.578021978022,10.9538461538462,98.5648351648352,0.136263736263738,0.346153846153847,-59.8934065934066,-2.1989010989011,-2.15384615384616,13.6714285714286
2017-11-01,5.31428571428571,4.8,89.9714285714286,11,6.16703296703297,5.56153846153846,91.5,-0.852747252747253,-0.761538461538462,-1.52857142857143,0.136263736263738,0.346153846153847,11.7142857142857
2017-12-01,1.85714285714286,1.3,123.342857142857,12,3.2043956043956,2.59230769230769,73.9241758241758,-1.34725274725275,-1.29230769230769,49.4186813186813,-0.852747252747253,-0.761538461538462,5.31428571428571
2018-01-01,5.14285714285714,4.8,126.585714285714,1,2.23877551020408,1.62142857142857,76.3836734693878,2.90408163265306,3.17857142857143,50.2020408163265,-1.34725274725275,-1.29230769230769,1.85714285714286
2018-02-01,-0.171428571428571,-1.5,45.6285714285714,2,3.87551020408163,3.22142857142857,62.1826530612245,-4.0469387755102,-4.72142857142857,-16.5540816326531,2.90408163265306,3.17857142857143,5.14285714285714
2018-03-01,4.5,3.8,91.5285714285714,3,6.76428571428571,6.27857142857143,64.3397959183674,-2.26428571428571,-2.47857142857143,27.1887755102041,-4.0469387755102,-4.72142857142857,-0.171428571428571
2018-04-01,13.3,13.5,41.6142857142857,4,10.5540816326531,10.1142857142857,79.6989795918367,2.74591836734694,3.38571428571429,-38.084693877551,-2.26428571428571,-2.47857142857143,4.5
2018-05-01,15.4714285714286,15.4,136.457142857143,5,13.965306122449,13.4214285714286,133.613265306122,1.50612244897959,1.97857142857143,2.8438775510204,2.74591836734694,3.38571428571429,13.3
2018-06-01,19.0285714285714,18.5,78.7571428571429,6,19.1612244897959,18.5857142857143,118.576530612245,-0.132653061224492,-0.0857142857142854,-39.819387755102,1.50612244897959,1.97857142857143,15.4714285714286
2018-07-01,21.5714285714286,21.2,69.5,7,20.8571428571429,20.0928571428571,114.829591836735,0.714285714285712,1.10714285714286,-45.3295918367347,-0.132653061224492,-0.0857142857142854,19.0285714285714
2018-08-01,21.1,20.8,129.757142857143,8,20.1969387755102,19.5857142857143,122.331632653061,0.903061224489797,1.21428571428572,7.42551020408163,0.714285714285712,1.10714285714286,21.5714285714286
2018-09-01,17.0142857142857,16.4,66.7714285714286,9,15.8703296703297,15.2538461538462,96.8901098901099,1.14395604395604,1.14615384615384,-30.1186813186813,0.903061224489797,1.21428571428572,21.1
2018-10-01,11.8142857142857,11.2,74.5857142857143,10,11.578021978022,10.9538461538462,98.5648351648352,0.236263736263737,0.246153846153845,-23.9791208791209,1.14395604395604,1.14615384615384,17.0142857142857
2018-11-01,6.32857142857143,5.4,53.7,11,6.16703296703297,5.56153846153846,91.5,0.161538461538461,-0.161538461538461,-37.8,0.236263736263737,0.246153846153845,11.8142857142857
2018-12-01,4.1,3.5,107.957142857143,12,3.2043956043956,2.59230769230769,73.9241758241758,0.895604395604395,0.907692307692308,34.032967032967,0.161538461538461,-0.161538461538461,6.32857142857143
2019-01-01,1.14285714285714,0.1,48.6,1,2.23877551020408,1.62142857142857,76.3836734693878,-1.09591836734694,-1.52142857142857,-27.7836734693878,0.895604395604395,0.907692307692308,4.1
2019-02-01,4.04285714285714,3.9,44.3714285714286,2,3.87551020408163,3.22142857142857,62.1826530612245,0.16734693877551,0.678571428571428,-17.8112244897959,-1.09591836734694,-1.52142857142857,1.14285714285714
2019-03-01,7.64285714285714,7.2,56.2714285714286,3,6.76428571428571,6.27857142857143,64.3397959183674,0.878571428571429,0.921428571428572,-8.06836734693877,0.16734693877551,0.678571428571428,4.04285714285714
2019-04-01,9.74285714285714,9.3,80.5142857142857,4,10.5540816326531,10.1142857142857,79.6989795918367,-0.811224489795917,-0.814285714285713,0.815306122448988,0.878571428571429,0.921428571428572,7.64285714285714
2019-05-01,11.5285714285714,10.6,122.5,5,13.965306122449,13.4214285714286,133.613265306122,-2.43673469387755,-2.82142857142857,-11.1132653061225,-0.811224489795917,-0.814285714285713,9.74285714285714
2019-06-01,20.0142857142857,19.6,99.6428571428572,6,19.1612244897959,18.5857142857143,118.576530612245,0.853061224489796,1.01428571428572,-18.9336734693878,-2.43673469387755,-2.82142857142857,11.5285714285714
2019-07-01,21.5,20.7,93,7,20.8571428571429,20.0928571428571,114.829591836735,0.642857142857142,0.607142857142858,-21.8295918367347,0.853061224489796,1.01428571428572,20.0142857142857
2019-08-01,19.7,18.9,150.414285714286,8,20.1969387755102,19.5857142857143,122.331632653061,-0.496938775510206,-0.685714285714287,28.0826530612245,0.642857142857142,0.607142857142858,21.5
2019-09-01,15.9,15,75.0714285714286,9,15.8703296703297,15.2538461538462,96.8901098901099,0.0296703296703296,-0.253846153846155,-21.8186813186813,-0.496938775510206,-0.685714285714287,19.7
2019-10-01,12.3857142857143,11.6,151.128571428571,10,11.578021978022,10.9538461538462,98.5648351648352,0.807692307692308,0.646153846153846,52.5637362637363,0.0296703296703296,-0.253846153846155,15.9
2019-11-01,5.92857142857143,5.5,119.585714285714,11,6.16703296703297,5.56153846153846,91.5,-0.238461538461539,-0.0615384615384613,28.0857142857143,0.807692307692308,0.646153846153846,12.3857142857143
2019-12-01,4.4,3.8,93.8,12,3.2043956043956,2.59230769230769,73.9241758241758,1.1956043956044,1.20769230769231,19.8758241758242,-0.238461538461539,-0.0615384615384613,5.92857142857143
2020-01-01,2.91428571428571,2.6,27.4,1,2.23877551020408,1.62142857142857,76.3836734693878,0.675510204081633,0.978571428571429,-48.9836734693878,1.1956043956044,1.20769230769231,4.4
2020-02-01,6.57142857142857,6.2,85.0428571428571,2,3.87551020408163,3.22142857142857,62.1826530612245,2.69591836734694,2.97857142857143,22.8602040816327,0.675510204081633,0.978571428571429,2.91428571428571
2020-03-01,6.45714285714286,5.9,66,3,6.76428571428571,6.27857142857143,64.3397959183674,-0.307142857142857,-0.378571428571428,1.66020408163266,2.69591836734694,2.97857142857143,6.57142857142857
2020-04-01,12.6142857142857,12.9,43.5428571428572,4,10.5540816326531,10.1142857142857,79.6989795918367,2.06020408163265,2.78571428571429,-36.1561224489796,-0.307142857142857,-0.378571428571428,6.45714285714286
2020-05-01,14.4571428571429,13.6,115.7,5,13.965306122449,13.4214285714286,133.613265306122,0.491836734693878,0.178571428571429,-17.9132653061225,2.06020408163265,2.78571428571429,12.6142857142857
2020-06-01,17.0857142857143,16.3,171.671428571429,6,19.1612244897959,18.5857142857143,118.576530612245,-2.07551020408163,-2.28571428571428,53.0948979591837,0.491836734693878,0.178571428571429,14.4571428571429
2020-07-01,20.6428571428571,20,71.7857142857143,7,20.8571428571429,20.0928571428571,114.829591836735,-0.214285714285715,-0.0928571428571416,-43.0438775510204,-2.07551020408163,-2.28571428571428,17.0857142857143
2020-08-01,20.3,19.7,171.971428571429,8,20.1969387755102,19.5857142857143,122.331632653061,0.103061224489796,0.114285714285714,49.6397959183673,-0.214285714285715,-0.0928571428571416,20.6428571428571
2020-09-01,16.5285714285714,16.1,79.4857142857143,9,15.8703296703297,15.2538461538462,96.8901098901099,0.658241758241758,0.846153846153847,-17.4043956043956,0.103061224489796,0.114285714285714,20.3
2020-10-01,10.0142857142857,9.5,145.757142857143,10,11.578021978022,10.9538461538462,98.5648351648352,-1.56373626373626,-1.45384615384615,47.1923076923077,0.658241758241758,0.846153846153847,16.5285714285714
2020-11-01,6.45714285714286,5.9,23.0714285714286,11,6.16703296703297,5.56153846153846,91.5,0.29010989010989,0.338461538461539,-68.4285714285714,-1.56373626373626,-1.45384615384615,10.0142857142857
2020-12-01,3.01428571428571,2.1,94.9571428571429,12,3.2043956043956,2.59230769230769,73.9241758241758,-0.19010989010989,-0.492307692307692,21.032967032967,0.29010989010989,0.338461538461539,6.45714285714286
2021-01-01,1.4,0.6,125.342857142857,1,2.23877551020408,1.62142857142857,76.3836734693878,-0.838775510204082,-1.02142857142857,48.9591836734694,-0.19010989010989,-0.492307692307692,3.01428571428571
2021-02-01,4.65714285714286,4,46.2714285714286,2,3.87551020408163,3.22142857142857,62.1826530612245,0.781632653061225,0.778571428571429,-15.9112244897959,-0.838775510204082,-1.02142857142857,1.4
2021-03-01,6.17142857142857,5.6,50.0857142857143,3,6.76428571428571,6.27857142857143,64.3397959183674,-0.592857142857143,-0.678571428571429,-14.2540816326531,0.781632653061225,0.778571428571429,4.65714285714286
2021-04-01,8.41428571428572,8.1,45.5857142857143,4,10.5540816326531,10.1142857142857,79.6989795918367,-2.13979591836735,-2.01428571428571,-34.1132653061224,-0.592857142857143,-0.678571428571429,6.17142857142857
2021-05-01,11.6714285714286,10.9,154.157142857143,5,13.965306122449,13.4214285714286,133.613265306122,-2.29387755102041,-2.52142857142857,20.5438775510204,-2.13979591836735,-2.01428571428571,8.41428571428572
2021-06-01,19.4714285714286,18.9,140.857142857143,6,19.1612244897959,18.5857142857143,118.576530612245,0.310204081632651,0.314285714285713,22.280612244898,-2.29387755102041,-2.52142857142857,11.6714285714286
2021-07-01,18.7857142857143,17.8,249.628571428571,7,20.8571428571429,20.0928571428571,114.829591836735,-2.07142857142857,-2.29285714285714,134.798979591837,0.310204081632651,0.314285714285713,19.4714285714286
2021-08-01,18.1,17.2,117.214285714286,8,20.1969387755102,19.5857142857143,122.331632653061,-2.0969387755102,-2.38571428571429,-5.11734693877551,-2.07142857142857,-2.29285714285714,18.7857142857143
2021-09-01,16.6428571428571,16.1,77.9,9,15.8703296703297,15.2538461538462,96.8901098901099,0.772527472527472,0.846153846153847,-18.9901098901099,-2.0969387755102,-2.38571428571429,18.1
2021-10-01,9.98571428571429,9.5,58.9857142857143,10,11.578021978022,10.9538461538462,98.5648351648352,-1.59230769230769,-1.45384615384615,-39.5791208791209,0.772527472527472,0.846153846153847,16.6428571428571
2021-11-01,4.6,3.8,48.5428571428572,11,6.16703296703297,5.56153846153846,91.5,-1.56703296703297,-1.76153846153846,-42.9571428571429,-1.59230769230769,-1.45384615384615,9.98571428571429
2021-12-01,2.9,2.7,98.1714285714286,12,3.2043956043956,2.59230769230769,73.9241758241758,-0.304395604395605,0.107692307692308,24.2472527472527,-1.56703296703297,-1.76153846153846,4.6
2022-01-01,2.07142857142857,1.7,33.1428571428572,1,2.23877551020408,1.62142857142857,76.3836734693878,-0.16734693877551,0.0785714285714285,-43.2408163265306,-0.304395604395605,0.107692307692308,2.9
2022-02-01,4.92857142857143,4.5,51.7285714285714,2,3.87551020408163,3.22142857142857,62.1826530612245,1.0530612244898,1.27857142857143,-10.4540816326531,-0.16734693877551,0.0785714285714285,2.07142857142857
2022-03-01,7.08571428571429,7.2,24.3571428571429,3,6.76428571428571,6.27857142857143,64.3397959183674,0.321428571428571,0.921428571428572,-39.9826530612245,1.0530612244898,1.27857142857143,4.92857142857143
2022-04-01,9.7,9.2,79.0142857142857,4,10.5540816326531,10.1142857142857,79.6989795918367,-0.854081632653061,-0.914285714285715,-0.684693877551013,0.321428571428571,0.921428571428572,7.08571428571429
2022-05-01,16.5428571428571,16,59.0142857142857,5,13.965306122449,13.4214285714286,133.613265306122,2.57755102040817,2.57857142857143,-74.5989795918368,-0.854081632653061,-0.914285714285715,9.7
2022-06-01,20.1714285714286,19.5,130.885714285714,6,19.1612244897959,18.5857142857143,118.576530612245,1.01020408163265,0.914285714285715,12.3091836734694,2.57755102040817,2.57857142857143,16.5428571428571
2022-07-01,21.9857142857143,21.3,60.9857142857143,7,20.8571428571429,20.0928571428571,114.829591836735,1.12857142857143,1.20714285714286,-53.8438775510204,1.01020408163265,0.914285714285715,20.1714285714286
2022-08-01,21.0428571428571,20.4,110.185714285714,8,20.1969387755102,19.5857142857143,122.331632653061,0.845918367346936,0.814285714285713,-12.145918367347,1.12857142857143,1.20714285714286,21.9857142857143
2022-09-01,15,14.3,167.571428571429,9,15.8703296703297,15.2538461538462,96.8901098901099,-0.870329670329671,-0.953846153846154,70.6813186813187,0.845918367346936,0.814285714285713,21.0428571428571
2022-10-01,14.2285714285714,13.7,88.0428571428572,10,11.578021978022,10.9538461538462,98.5648351648352,2.65054945054945,2.74615384615385,-10.521978021978,-0.870329670329671,-0.953846153846154,15
2022-11-01,7.71428571428571,7.3,71.5,11,6.16703296703297,5.56153846153846,91.5,1.54725274725275,1.73846153846154,-20,2.65054945054945,2.74615384615385,14.2285714285714
2022-12-01,3.44285714285714,2.7,86.9,12,3.2043956043956,2.59230769230769,73.9241758241758,0.238461538461538,0.107692307692308,12.9758241758242,1.54725274725275,1.73846153846154,7.71428571428571
2023-01-01,3.2,2.9,47.7857142857143,1,2.23877551020408,1.62142857142857,76.3836734693878,0.961224489795919,1.27857142857143,-28.5979591836735,0.238461538461538,0.107692307692308,3.44285714285714
2023-02-01,3.97142857142857,3.5,17.3142857142857,2,3.87551020408163,3.22142857142857,62.1826530612245,0.0959183673469388,0.278571428571428,-44.8683673469388,0.961224489795919,1.27857142857143,3.2
2023-03-01,7.65714285714286,7,91.3428571428572,3,6.76428571428571,6.27857142857143,64.3397959183674,0.892857142857143,0.721428571428572,27.0030612244898,0.0959183673469388,0.278571428571428,3.97142857142857
2023-04-01,9.05714285714286,8.2,107.657142857143,4,10.5540816326531,10.1142857142857,79.6989795918367,-1.4969387755102,-1.91428571428571,27.9581632653061,0.892857142857143,0.721428571428572,7.65714285714286
2023-05-01,14.4285714285714,13.8,113.528571428571,5,13.965306122449,13.4214285714286,133.613265306122,0.46326530612245,0.37857142857143,-20.084693877551,-1.4969387755102,-1.91428571428571,9.05714285714286
2023-06-01,20.2857142857143,20,65.6,6,19.1612244897959,18.5857142857143,118.576530612245,1.12448979591836,1.41428571428571,-52.9765306122449,0.46326530612245,0.37857142857143,14.4285714285714
2023-07-01,21.0714285714286,20.3,125.014285714286,7,20.8571428571429,20.0928571428571,114.829591836735,0.214285714285712,0.207142857142859,10.184693877551,1.12448979591836,1.41428571428571,20.2857142857143
2023-08-01,20.7142857142857,19.9,151.428571428571,8,20.1969387755102,19.5857142857143,122.331632653061,0.517346938775511,0.314285714285713,29.0969387755102,0.214285714285712,0.207142857142859,21.0714285714286
2023-09-01,18.6,18.3,79.0142857142857,9,15.8703296703297,15.2538461538462,96.8901098901099,2.72967032967033,3.04615384615385,-17.8758241758242,0.517346938775511,0.314285714285713,20.7142857142857
2023-10-01,13.5857142857143,13,115.1,10,11.578021978022,10.9538461538462,98.5648351648352,2.00769230769231,2.04615384615385,16.5351648351648,2.72967032967033,3.04615384615385,18.6
2023-11-01,6.48571428571429,6,177.514285714286,11,6.16703296703297,5.56153846153846,91.5,0.318681318681318,0.438461538461539,86.0142857142857,2.00769230769231,2.04615384615385,13.5857142857143
2023-12-01,4.52857142857143,3.9,118.342857142857,12,3.2043956043956,2.59230769230769,73.9241758241758,1.32417582417582,1.30769230769231,44.4186813186813,0.318681318681318,0.438461538461539,6.48571428571429
2024-01-01,2.94285714285714,2.3,92.8571428571429,1,2.23877551020408,1.62142857142857,76.3836734693878,0.704081632653062,0.678571428571428,16.4734693877551,1.32417582417582,1.30769230769231,4.52857142857143
2024-02-01,7,6.8,69.5571428571429,2,3.87551020408163,3.22142857142857,62.1826530612245,3.12448979591837,3.57857142857143,7.37448979591836,0.704081632653062,0.678571428571428,2.94285714285714
2024-03-01,8.45714285714286,8.1,122.457142857143,3,6.76428571428571,6.27857142857143,64.3397959183674,1.69285714285714,1.82142857142857,58.1173469387755,3.12448979591837,3.57857142857143,7
2024-04-01,10.4857142857143,10,67.2,4,10.5540816326531,10.1142857142857,79.6989795918367,-0.0683673469387749,-0.114285714285714,-12.4989795918367,1.69285714285714,1.82142857142857,8.45714285714286
2024-05-01,14.0571428571429,13.7,201.942857142857,5,13.965306122449,13.4214285714286,133.613265306122,0.091836734693878,0.278571428571428,68.3295918367347,-0.0683673469387749,-0.114285714285714,10.4857142857143
2024-06-01,18.0571428571429,17.4,138.057142857143,6,19.1612244897959,18.5857142857143,118.576530612245,-1.10408163265306,-1.18571428571429,19.480612244898,0.091836734693878,0.278571428571428,14.0571428571429
