disease,term,rr,lo,hi,p
Campylobacteriosis,January excess in 2019 (centre),1.78612147462699,1.65906095196264,1.92291303001841,1.48873127419747e-53
Campylobacteriosis,change in January excess per year,0.978556605088976,0.967031225302037,0.990219347947301,0.000335806268492573
Salmonellosis,January excess in 2019 (centre),1.19850212792976,1.02956475616301,1.39515979160493,0.0194985291840159
Salmonellosis,change in January excess per year,0.986291931058272,0.963457171307571,1.00966789416331,0.248115901579723
