station_abbr;reference_timestamp;ths2dymn;ths2dymx;ths200m0;th9120mv;th91dnmv;th91dxmv;ths00nm0;pva2hsm0;ths25xm0;pv9120mv;ths00xm0;ths20nm0;thl200mx;phsstam0;thl200mn;ph9120mv;ths30xm0;xhs000m0;fhs010m0;fh9120mv;rhs001m0;ths35xm0;rhs150m0;rh9120mv;ghs000m0;gh9120mv;shs000m0;sh9120mv;xhs00om0;xhs012m0
STG;01.01.1864 00:00;;;-6.5;-6.7;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.02.1864 00:00;;;-1.9;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.03.1864 00:00;;;3.5;-0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.04.1864 00:00;;;4.2;-3.9;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.05.1864 00:00;;;9.9;-2.3;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.06.1864 00:00;;;12.5;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.07.1864 00:00;;;14.7;-2.8;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.08.1864 00:00;;;14;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.09.1864 00:00;;;12;-1.1;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.10.1864 00:00;;;6.5;-2.7;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.11.1864 00:00;;;1.8;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.12.1864 00:00;;;-4.8;-6.1;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.01.1865 00:00;;;-0.1;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.02.1865 00:00;;;-3.8;-4.6;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.03.1865 00:00;;;-3;-7.4;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.04.1865 00:00;;;10.3;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.05.1865 00:00;;;13.6;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.06.1865 00:00;;;13.6;-2.1;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.07.1865 00:00;;;17.3;-0.2;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.08.1865 00:00;;;14;-3.2;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.09.1865 00:00;;;14.4;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.10.1865 00:00;;;9.1;-0.1;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.11.1865 00:00;;;5.2;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;
STG;01.12.1865 00:00;;;-2.8;-4.1;;;;;;;;;;;;;;;;;;;8.5;9;;;;;;
STG;01.01.1866 00:00;;;1.8;1.6;;;;;;;;;;;;;;;;;;;34.3;51;;;;;;
STG;01.02.1866 00:00;;;2.8;2;;;;;;;;;;;;;;;;;;;104.5;163;;;;;;
STG;01.03.1866 00:00;;;2.2;-2.2;;;;;;;;;;;;;;;;;;;118.7;136;;;;;;
STG;01.04.1866 00:00;;;7.1;-1;;;;;;;;;;;;;;;;;;;113;110;;;;;;
STG;01.05.1866 00:00;;;7.3;-4.9;;;;;;;;;;;;;;;;;;;107.8;69;;;;;;
STG;01.06.1866 00:00;;;14.7;-1;;;;;;;;;;;;;;;;;;;145.2;85;;;;;;
STG;01.07.1866 00:00;;;14.7;-2.8;;;;;;;;;;;;;;;;;;;122.3;70;;;;;;
STG;01.08.1866 00:00;;;12.8;-4.4;;;;;;;;;;;;;;;;;;;299.8;162;;;;;;
STG;01.09.1866 00:00;;;13.3;0.2;;;;;;;;;;;;;;;;;;;115.6;84;;;;;;
STG;01.10.1866 00:00;;;7.2;-2;;;;;;;;;;;;;;;;;;;12.7;12;;;;;;
STG;01.11.1866 00:00;;;3;-1.3;;;;;;;;;;;;;;;;;;;141.8;153;;;;;;
STG;01.12.1866 00:00;;;1.9;0.6;;;;;;;;;;;;;;;;;;;80;88;;;;;;
STG;01.01.1867 00:00;;;-0.9;-1.1;;;;;;;;;;;;;;;;;;;122.4;183;;;;;;
STG;01.02.1867 00:00;;;4.4;3.6;;;;;;;;;;;;;;;;;;;94.3;147;;;;;;
STG;01.03.1867 00:00;;;1.9;-2.5;;;;;;;;;;;;;;;;;;;98.4;113;;;;;;
STG;01.04.1867 00:00;;;6.6;-1.5;;;;;;;;;;;;;;;;;;;136.7;133;;;;;;
STG;01.05.1867 00:00;;;10.4;-1.8;;;;;;;;;;;;;;;;;;;175.2;112;;;;;;
STG;01.06.1867 00:00;;;13;-2.7;;;;;;;;;;;;;;;;;;;182.4;107;;;;;;
STG;01.07.1867 00:00;;;13.4;-4.1;;;;;;;;;;;;;;;;;;;105.3;60;;;;;;
STG;01.08.1867 00:00;;;15.4;-1.8;;;;;;;;;;;;;;;;;;;164.5;89;;;;;;
STG;01.09.1867 00:00;;;12.7;-0.4;;;;;;;;;;;;;;;;;;;90.9;66;;;;;;
STG;01.10.1867 00:00;;;5.7;-3.5;;;;;;;;;;;;;;;;;;;212.5;203;;;;;;
STG;01.11.1867 00:00;;;0.7;-3.6;;;;;;;;;;;;;;;;;;;49;53;;;;;;
STG;01.12.1867 00:00;;;-3.4;-4.7;;;;;;;;;;;;;;;;;;;110.2;122;;;;;;
STG;01.01.1868 00:00;;;-3;-3.2;;;;;;;;;;;;;;;;;;;51.1;76;;;;;;
STG;01.02.1868 00:00;;;1.6;0.8;;;;;;;;;;;;;;;;;;;14.4;22;;;;;;
STG;01.03.1868 00:00;;;0.7;-3.7;;;;;;;;;;;;;;;;;;;104.9;120;;;;;;
STG;01.04.1868 00:00;;;4.9;-3.2;;;;;;;;;;;;;;;;;;;108.3;105;;;;;;
STG;01.05.1868 00:00;;;14.9;2.7;;;;;;;;;;;;;;;;;;;28.8;18;;;;;;
STG;01.06.1868 00:00;;;14.1;-1.6;;;;;;;;;;;;;;;;;;;151.3;89;;;;;;
STG;01.07.1868 00:00;;;15.3;-2.2;;;;;;;;;;;;;;;;;;;155.3;89;;;;;;
STG;01.08.1868 00:00;;;15.2;-2;;;;;;;;;;;;;;;;;;;69.3;37;;;;;;
STG;01.09.1868 00:00;;;13.7;0.6;;;;;;;;;;;;;;;;;;;89.6;65;;;;;;
STG;01.10.1868 00:00;;;8.2;-1;;;;;;;;;;;;;;;;;;;159.9;153;;;;;;
STG;01.11.1868 00:00;;;0;-4.3;;;;;;;;;;;;;;;;;;;55.3;60;;;;;;
STG;01.12.1868 00:00;;;4.6;3.3;;;;;;;;;;;;;;;;;;;88.4;98;;;;;;
STG;01.01.1869 00:00;;;-2;-2.2;;;;;;;;;;;;;;;;;;;36;54;;;;;;
STG;01.02.1869 00:00;;;4.7;3.9;;;;;;;;;;;;;;;;;;;14.2;22;;;;;;
STG;01.03.1869 00:00;;;-1.1;-5.5;;;;;;;;;;;;;;;;;;;61.2;70;;;;;;
STG;01.04.1869 00:00;;;7.3;-0.8;;;;;;;;;;;;;;;;;;;121.9;118;;;;;;
STG;01.05.1869 00:00;;;11.9;-0.3;;;;;;;;;;;;;;;;;;;153.1;98;;;;;;
STG;01.06.1869 00:00;;;10.2;-5.5;;;;;;;;;;;;;;;;;;;152.6;90;;;;;;
STG;01.07.1869 00:00;;;16.9;-0.6;;;;;;;;;;;;;;;;;;;156.3;90;;;;;;
STG;01.08.1869 00:00;;;13;-4.2;;;;;;;;;;;;;;;;;;;216.4;117;;;;;;
STG;01.09.1869 00:00;;;13.2;0.1;;;;;;;;;;;;;;;;;;;87.6;64;;;;;;
STG;01.10.1869 00:00;;;5;-4.2;;;;;;;;;;;;;;;;;;;94.6;90;;;;;;
STG;01.11.1869 00:00;;;3.5;-0.8;;;;;;;;;;;;;;;;;;;105.7;114;;;;;;
STG;01.12.1869 00:00;;;-2;-3.3;;;;;;;;;;;;;;;;;;;68;75;;;;;;
STG;01.01.1870 00:00;;;-2.7;-2.9;;;;;;;;;;;;;;;;;;;24.4;37;;;;;;
STG;01.02.1870 00:00;;;-3.9;-4.7;;;;;;;;;;;;;;;;;;;27.7;43;;;;;;
STG;01.03.1870 00:00;;;-0.3;-4.7;;;;;;;;;;;;;;;;;;;86.6;99;;;;;;
STG;01.04.1870 00:00;;;5.1;-3;;;;;;;;;;;;;;;;;;;54.8;53;;;;;;
STG;01.05.1870 00:00;;;11.4;-0.8;;;;;;;;;;;;;;;;;;;46.3;30;;;;;;
STG;01.06.1870 00:00;;;13.5;-2.2;;;;;;;;;;;;;;;;;;;82.8;49;;;;;;
STG;01.07.1870 00:00;;;16.7;-0.8;;;;;;;;;;;;;;;;;;;112.4;64;;;;;;
STG;01.08.1870 00:00;;;12.6;-4.6;;;;;;;;;;;;;;;;;;;167.8;91;;;;;;
STG;01.09.1870 00:00;;;10.2;-2.9;;;;;;;;;;;;;;;;;;;100.6;73;;;;;;
STG;01.10.1870 00:00;;;7.5;-1.7;;;;;;;;;;;;;;;;;;;216.8;207;;;;;;
STG;01.11.1870 00:00;;;2.2;-2.1;;;;;;;;;;;;;;;;;;;87.7;95;;;;;;
STG;01.12.1870 00:00;;;-4.6;-5.9;;;;;;;;;;;;;;;;;;;92;102;;;;;;
STG;01.01.1871 00:00;;;-5.6;-5.8;;;;;;;;;;;;;;;;;;;61.3;92;;;;;;
STG;01.02.1871 00:00;;;0.6;-0.2;;;;;;;;;;;;;;;;;;;53.1;83;;;;;;
STG;01.03.1871 00:00;;;2.9;-1.5;;;;;;;;;;;;;;;;;;;55.7;64;;;;;;
STG;01.04.1871 00:00;;;6.4;-1.7;;;;;;;;;;;;;;;;;;;157.9;153;;;;;;
STG;01.05.1871 00:00;;;8.3;-3.9;;;;;;;;;;;;;;;;;;;94.7;61;;;;;;
STG;01.06.1871 00:00;;;9.8;-5.9;;;;;;;;;;;;;;;;;;;244.4;144;;;;;;
STG;01.07.1871 00:00;;;15.7;-1.8;;;;;;;;;;;;;;;;;;;145;83;;;;;;
STG;01.08.1871 00:00;;;15;-2.2;;;;;;;;;;;;;;;;;;;122.4;66;;;;;;
STG;01.09.1871 00:00;;;13.4;0.3;;;;;;;;;;;;;;;;;;;54.7;40;;;;;;
STG;01.10.1871 00:00;;;5.2;-4;;;;;;;;;;;;;;;;;;;123.2;118;;;;;;
STG;01.11.1871 00:00;;;-1.1;-5.4;;;;;;;;;;;;;;;;;;;89.8;97;;;;;;
STG;01.12.1871 00:00;;;-7.9;-9.2;;;;;;;;;;;;;;;;;;;20.7;23;;;;;;
STG;01.01.1872 00:00;;;-0.2;-0.4;;;;;;;;;;;;;;;;;;;46.1;69;;;;;;
STG;01.02.1872 00:00;;;0.2;-0.6;;;;;;;;;;;;;;;;;;;43.9;68;;;;;;
STG;01.03.1872 00:00;;;3.9;-0.5;;;;;;;;;;;;;;;;;;;56;64;;;;;;
STG;01.04.1872 00:00;;;6.4;-1.7;;;;;;;;;;;;;;;;;;;118;115;;;;;;
STG;01.05.1872 00:00;;;9.4;-2.8;;;;;;;;;;;;;;;;;;;282.1;180;;;;;;
STG;01.06.1872 00:00;;;12.5;-3.2;;;;;;;;;;;;;;;;;;;204.2;120;;;;;;
STG;01.07.1872 00:00;;;15.3;-2.2;;;;;;;;;;;;;;;;;;;110.9;64;;;;;;
STG;01.08.1872 00:00;;;13.2;-4;;;;;;;;;;;;;;;;;;;197.6;107;;;;;;
STG;01.09.1872 00:00;;;12.8;-0.3;;;;;;;;;;;;;;;;;;;53.3;39;;;;;;
STG;01.10.1872 00:00;;;9.5;0.3;;;;;;;;;;;;;;;;;;;117.7;112;;;;;;
STG;01.11.1872 00:00;;;5.5;1.2;;;;;;;;;;;;;;;;;;;104.7;113;;;;;;
STG;01.12.1872 00:00;;;2.4;1.1;;;;;;;;;;;;;;;;;;;81.2;90;;;;;;
STG;01.01.1873 00:00;;;1;0.8;;;;;;;;;;;;;;;;;;;14.6;22;;;;;;
STG;01.02.1873 00:00;;;-1.1;-1.9;;;;;;;;;;;;;;;;;;;27.8;43;;;;;;
STG;01.03.1873 00:00;;;4.8;0.4;;;;;;;;;;;;;;;;;;;76.7;88;;;;;;
STG;01.04.1873 00:00;;;4.4;-3.7;;;;;;;;;;;;;;;;;;;145.8;142;;;;;;
STG;01.05.1873 00:00;;;7.2;-5;;;;;;;;;;;;;;;;;;;225.4;144;;;;;;
STG;01.06.1873 00:00;;;13.2;-2.5;;;;;;;;;;;;;;;;;;;107.1;63;;;;;;
STG;01.07.1873 00:00;;;17.2;-0.3;;;;;;;;;;;;;;;;;;;182.9;105;;;;;;
STG;01.08.1873 00:00;;;16;-1.2;;;;;;;;;;;;;;;;;;;182;98;;;;;;
STG;01.09.1873 00:00;;;10.9;-2.2;;;;;;;;;;;;;;;;;;;129.2;94;;;;;;
STG;01.10.1873 00:00;;;8.6;-0.6;;;;;;;;;;;;;;;;;;;170;162;;;;;;
STG;01.11.1873 00:00;;;3;-1.3;;;;;;;;;;;;;;;;;;;58.9;64;;;;;;
STG;01.12.1873 00:00;;;-1.9;-3.2;;;;;;;;;;;;;;;;;;;45.4;50;;;;;;
STG;01.01.1874 00:00;;;-0.6;-0.8;;;;;;;;;;;;;;;;;;;15.7;24;;;;;;
STG;01.02.1874 00:00;;;-1.4;-2.2;;;;;;;;;;;;;;;;;;;27;42;;;;;;
STG;01.03.1874 00:00;;;1.5;-2.9;;;;;;;;;;;;;;;;;;;74.5;85;;;;;;
STG;01.04.1874 00:00;;;7.5;-0.6;;;;;;;;;;;;;;;;;;;101.9;99;;;;;;
STG;01.05.1874 00:00;;;6.4;-5.8;;;;;;;;;;;;;;;;;;;194.6;124;;;;;;
STG;01.06.1874 00:00;;;13.8;-1.9;;;;;;;;;;;;;;;;;;;218.7;128;;;;;;
STG;01.07.1874 00:00;;;17.7;0.2;;;;;;;;;;;;;;;;;;;225.7;129;;;;;;
STG;01.08.1874 00:00;;;13.4;-3.8;;;;;;;;;;;;;;;;;;;160.8;87;;;;;;
STG;01.09.1874 00:00;;;13.4;0.3;;;;;;;;;;;;;;;;;;;47.4;34;;;;;;
STG;01.10.1874 00:00;;;7.9;-1.3;;;;;;;;;;;;;;;;;;;28.2;27;;;;;;
STG;01.11.1874 00:00;;;-0.5;-4.8;;;;;;;;;;;;;;;;;;;100.4;108;;;;;;
STG;01.12.1874 00:00;;;-2.7;-4;;;;;;;;;;;;;;;;;;;84.3;93;;;;;;
STG;01.01.1875 00:00;;;1.3;1.1;;;;;;;;;;;;;;;;;;;98.8;148;;;;;;
STG;01.02.1875 00:00;;;-5;-5.8;;;;;;;;;;;;;;;;;;;30.2;47;;;;;;
STG;01.03.1875 00:00;;;-0.3;-4.7;;;;;;;;;;;;;;;;;;;66.2;76;;;;;;
STG;01.04.1875 00:00;;;5.8;-2.3;;;;;;;;;;;;;;;;;;;22.4;22;;;;;;
STG;01.05.1875 00:00;;;11.8;-0.4;;;;;;;;;;;;;;;;;;;127.1;81;;;;;;
STG;01.06.1875 00:00;;;14.2;-1.5;;;;;;;;;;;;;;;;;;;240.4;141;;;;;;
STG;01.07.1875 00:00;;;14.2;-3.3;;;;;;;;;;;;;;;;;;;133.5;77;;;;;;
STG;01.08.1875 00:00;;;16.4;-0.8;;;;;;;;;;;;;;;;;;;74.2;40;;;;;;
STG;01.09.1875 00:00;;;12.7;-0.4;;;;;;;;;;;;;;;;;;;175.9;128;;;;;;
STG;01.10.1875 00:00;;;6.3;-2.9;;;;;;;;;;;;;;;;;;;166.9;159;;;;;;
STG;01.11.1875 00:00;;;2.6;-1.7;;;;;;;;;;;;;;;;;;;127;137;;;;;;
STG;01.12.1875 00:00;;;-4;-5.3;;;;;;;;;;;;;;;;;;;49.4;55;;;;;;
STG;01.01.1876 00:00;;;-3.6;-3.8;;;;;;;;;;;;;;;;;;;41.6;62;;;;;;
STG;01.02.1876 00:00;;;0.9;0.1;;;;;;;;;;;;;;;;;;;67.9;106;;;;;;
STG;01.03.1876 00:00;;;2.8;-1.6;;;;;;;;;;;;;;;;;;;198.4;227;;;;;;
STG;01.04.1876 00:00;;;5.9;-2.2;;;;;;;;;;;;;;;;;;;125.1;122;;;;;;
STG;01.05.1876 00:00;;;6.4;-5.8;;;;;;;;;;;;;;;;;;;189.6;121;;;;;;
STG;01.06.1876 00:00;;;13.2;-2.5;;;;;;;;;;;;;;;;;;;495.7;291;;;;;;
STG;01.07.1876 00:00;;;16;-1.5;;;;;;;;;;;;;;;;;;;167.4;96;;;;;;
STG;01.08.1876 00:00;;;15.8;-1.4;;;;;;;;;;;;;;;;;;;124.4;67;;;;;;
STG;01.09.1876 00:00;;;11.2;-1.9;;;;;;;;;;;;;;;;;;;175.1;127;;;;;;
STG;01.10.1876 00:00;;;9.9;0.7;;;;;;;;;;;;;;;;;;;26.8;26;;;;;;
STG;01.11.1876 00:00;;;1.6;-2.7;;;;;;;;;;;;;;;;;;;87.9;95;;;;;;
STG;01.12.1876 00:00;;;3.2;1.9;;;;;;;;;;;;;;;;;;;63;70;;;;;;
STG;01.01.1877 00:00;;;2.1;1.9;;;;;;;;;;;;;;;;;;;46.1;69;;;;;;
STG;01.02.1877 00:00;;;2.3;1.5;;;;;;;;;;;;;;;;;;;131.5;205;;;;;;
STG;01.03.1877 00:00;;;1.1;-3.3;;;;;;;;;;;;;;;;;;;134.6;154;;;;;;
STG;01.04.1877 00:00;;;5.3;-2.8;;;;;;;;;;;;;;;;;;;170.2;165;;;;;;
STG;01.05.1877 00:00;;;7.7;-4.5;;;;;;;;;;;;;;;;;;;156.6;100;;;;;;
STG;01.06.1877 00:00;;;16;0.3;;;;;;;;;;;;;;;;;;;144.6;85;;;;;;
STG;01.07.1877 00:00;;;14.8;-2.7;;;;;;;;;;;;;;;;;;;285.8;164;;;;;;
STG;01.08.1877 00:00;;;16.4;-0.8;;;;;;;;;;;;;;;;;;;179.2;97;;;;;;
STG;01.09.1877 00:00;;;9.6;-3.5;;;;;;;;;;;;;;;;;;;83.9;61;;;;;;
STG;01.10.1877 00:00;;;5.7;-3.5;;;;;;;;;;;;;;;;;;;72.4;69;;;;;;
STG;01.11.1877 00:00;;;4.7;0.4;;;;;;;;;;;;;;;;;;;75.9;82;;;;;;
STG;01.12.1877 00:00;;;-0.1;-1.4;;;;;;;;;;;;;;;;;;;110.8;123;;;;;;
STG;01.01.1878 00:00;;;-3;-3.2;;;;;;;;;;;;;;;;;;;84;126;;;;;;
STG;01.02.1878 00:00;;;-0.2;-1;;;;;;;;;;;;;;;;;;;23.3;36;;;;;;
STG;01.03.1878 00:00;;;1.1;-3.3;;;;;;;;;;;;;;;;;;;122.7;141;;;;;;
STG;01.04.1878 00:00;;;6.2;-1.9;;;;;;;;;;;;;;;;;;;98.6;96;;;;;;
STG;01.05.1878 00:00;;;11.3;-0.9;;;;;;;;;;;;;;;;;;;167.7;107;;;;;;
STG;01.06.1878 00:00;;;13;-2.7;;;;;;;;;;;;;;;;;;;238.6;140;;;;;;
STG;01.07.1878 00:00;;;14.4;-3.1;;;;;;;;;;;;;;;;;;;256.7;147;;;;;;
STG;01.08.1878 00:00;;;15.1;-2.1;;;;;;;;;;;;;;;;;;;169.8;92;;;;;;
STG;01.09.1878 00:00;;;12.1;-1;;;;;;;;;;;;;;;;;;;217.6;158;;;;;;
STG;01.10.1878 00:00;;;8.6;-0.6;;;;;;;;;;;;;;;;;;;122;116;;;;;;
STG;01.11.1878 00:00;;;1.5;-2.8;;;;;;;;;;;;;;;;;;;76.8;83;;;;;;
STG;01.12.1878 00:00;;;-2.9;-4.2;;;;;;;;;;;;;;;;;;;84.6;94;;;;;;
STG;01.01.1879 00:00;;;-1.7;-1.9;;;;;;;;;;;;;;;;;;;47.6;71;;;;;;
STG;01.02.1879 00:00;;;1;0.2;;;;;;;;;;;;;;;;;;;119.6;186;;;;;;
STG;01.03.1879 00:00;;;2.1;-2.3;;;;;;;;;;;;;;;;;;;39.9;46;;;;;;
STG;01.04.1879 00:00;;;4.6;-3.5;;;;;;;;;;;;;;;;;;;153.9;150;;;;;;
STG;01.05.1879 00:00;;;6.6;-5.6;;;;;;;;;;;;;;;;;;;174.1;111;;;;;;
STG;01.06.1879 00:00;;;13.9;-1.8;;;;;;;;;;;;;;;;;;;140.4;82;;;;;;
STG;01.07.1879 00:00;;;12.9;-4.6;;;;;;;;;;;;;;;;;;;161.5;93;;;;;;
STG;01.08.1879 00:00;;;16.8;-0.4;;;;;;;;;;;;;;;;;;;113.6;61;;;;;;
STG;01.09.1879 00:00;;;12.2;-0.9;;;;;;;;;;;;;;;;;;;170.5;124;;;;;;
STG;01.10.1879 00:00;;;6.1;-3.1;;;;;;;;;;;;;;;;;;;81.9;78;;;;;;
STG;01.11.1879 00:00;;;-0.5;-4.8;;;;;;;;;;;;;;;;;;;128.7;139;;;;;;
STG;01.12.1879 00:00;;;-8.3;-9.6;;;;;;;;;;;;;;;;;;;38.7;43;;;;;;
STG;01.01.1880 00:00;;;-5.5;-5.7;;;;;;;;;;;;;;;;;;;19.3;29;;;;;;
STG;01.02.1880 00:00;;;0.7;-0.1;;;;;;;;;;;;;;;;;;;52.8;82;;;;;;
STG;01.03.1880 00:00;;;4.1;-0.3;;;;;;;;;;;;;;;;;;;25.9;30;;;;;;
STG;01.04.1880 00:00;;;6.5;-1.6;;;;;;;;;;;;;;;;;;;110.1;107;;;;;;
STG;01.05.1880 00:00;;;8.2;-4;;;;;;;;;;;;;;;;;;;158.3;101;;;;;;
STG;01.06.1880 00:00;;;12.1;-3.6;;;;;;;;;;;;;;;;;;;175.6;103;;;;;;
STG;01.07.1880 00:00;;;16.1;-1.4;;;;;;;;;;;;;;;;;;;118.4;68;;;;;;
STG;01.08.1880 00:00;;;13.9;-3.3;;;;;;;;;;;;;;;;;;;146.8;79;;;;;;
STG;01.09.1880 00:00;;;12.3;-0.8;;;;;;;;;;;;;;;;;;;149.3;108;;;;;;
STG;01.10.1880 00:00;;;8.4;-0.8;;;;;;;;;;;;;;;;;;;287;274;;;;;;
STG;01.11.1880 00:00;;;4;-0.3;;;;;;;;;;;;;;;;;;;52.7;57;;;;;;
STG;01.12.1880 00:00;;;4.6;3.3;;;;;;;;;;;;;;;;;;;86.1;95;;;;;;
STG;01.01.1881 00:00;;;-4.4;-4.6;;;;;;;;;;;;;;;;;;;23.3;35;;;;;;
STG;01.02.1881 00:00;;;0.1;-0.7;;;;;;;;;;;;;;;;;;;49;76;;;;;;
STG;01.03.1881 00:00;;;3.4;-1;;;;;;;;;;;;;;;;;;;57.9;66;;;;;;
STG;01.04.1881 00:00;;;4.5;-3.6;;;;;;;;;;;;;;;;;;;109.1;106;;;;;;
STG;01.05.1881 00:00;;;8.8;-3.4;;;;;;;;;;;;;;;;;;;150.5;96;;;;;;
STG;01.06.1881 00:00;;;12.8;-2.9;;;;;;;;;;;;;;;;;;;202.7;119;;;;;;
STG;01.07.1881 00:00;;;17.7;0.2;;;;;;;;;;;;;;;;;;;107.4;62;;;;;;
STG;01.08.1881 00:00;;;15.5;-1.7;;;;;;;;;;;;;;;;;;;227.1;123;;;;;;
STG;01.09.1881 00:00;;;10.6;-2.5;;;;;;;;;;;;;;;;;;;420.2;305;;;;;;
STG;01.10.1881 00:00;;;4.3;-4.9;;;;;;;;;;;;;;;;;;;93.7;89;;;;;;
STG;01.11.1881 00:00;;;4.7;0.4;;;;;;;;;;;;;;;;;;;21.3;23;;;;;;
STG;01.12.1881 00:00;;;-0.4;-1.7;;;;;;;;;;;;;;;;;;;20.9;23;;;;;;
STG;01.01.1882 00:00;;;-1.6;-1.8;;;;;;;;;;;;;;;;;;;25.1;38;;;;;;
STG;01.02.1882 00:00;;;-0.4;-1.2;;;;;;;;;;;;;;;;;;;27.5;43;;;;;;
STG;01.03.1882 00:00;;;4.3;-0.1;;;;;;;;;;;;;;;;;;;36.7;42;;;;;;
STG;01.04.1882 00:00;;;5.3;-2.8;;;;;;;;;;;;;;;;;;;119.3;116;;;;;;
STG;01.05.1882 00:00;;;9.9;-2.3;;;;;;;;;;;;;;;;;;;147.5;94;;;;;;
STG;01.06.1882 00:00;;;12.1;-3.6;;;;;;;;;;;;;;;;;;;223;131;;;;;;
STG;01.07.1882 00:00;;;13.7;-3.8;;;;;;;;;;;;;;;;;;;175.8;101;;;;;;
STG;01.08.1882 00:00;;;13;-4.2;;;;;;;;;;;;;;;;;;;108.7;59;;;;;;
STG;01.09.1882 00:00;;;10.5;-2.6;;;;;;;;;;;;;;;;;;;213.6;155;;;;;;
STG;01.10.1882 00:00;;;8.6;-0.6;;;;;;;;;;;;;;;;;;;147;140;;;;;;
STG;01.11.1882 00:00;;;3.9;-0.4;;;;;;;;;;;;;;;;;;;138;149;;;;;;
STG;01.12.1882 00:00;;;0.7;-0.6;;;;;;;;;;;;;;;;;;;86;95;;;;;;
STG;01.01.1883 00:00;;;0.3;0.1;;;;;;;;;;;;;;;;;;;41.3;62;;;;;;
STG;01.02.1883 00:00;;;1.4;0.6;;;;;;;;;;;;;;;;;;;35.7;56;;;;;;
STG;01.03.1883 00:00;;;-2;-6.4;;;;;;;;;;;;;;;;;;;48.2;55;;;;;;
STG;01.04.1883 00:00;;;4.5;-3.6;;;;;;;;;;;;;;;;;;;75.7;74;;;;;;
STG;01.05.1883 00:00;;;9.9;-2.3;;;;;;;;;;;;;;;;;;;165.2;106;;;;;;
STG;01.06.1883 00:00;;;12.6;-3.1;;;;;;;;;;;;;;;;;;;194.8;114;;;;;;
STG;01.07.1883 00:00;;;13.9;-3.6;;;;;;;;;;;;;;;;;;;151.1;87;;;;;;
STG;01.08.1883 00:00;;;14;-3.2;;;;;;;;;;;;;;;;;;;61.3;33;;;;;;
STG;01.09.1883 00:00;;;11.4;-1.7;;;;;;;;;;;;;;;;;;;119.3;87;;;;;;
STG;01.10.1883 00:00;;;6.3;-2.9;;;;;;;;;;;;;;;;;;;118;113;;;;;;
STG;01.11.1883 00:00;;;3;-1.3;;;;;;;;;;;;;;;;;;;83.1;90;;;;;;
STG;01.12.1883 00:00;;;-1;-2.3;;;;;;;;;;;;;;;;;;;62.7;69;;;;;;
STG;01.01.1884 00:00;;;1;0.8;;;;;;;;;;;;;;;;;;;47.8;72;;;;;;
STG;01.02.1884 00:00;;;1.2;0.4;;;;;;;;;;;;;;;;;;;30.2;47;;;;;;
STG;01.03.1884 00:00;;;3.4;-1;;;;;;;;;;;;;;;;;;;30.7;35;;;;;;
STG;01.04.1884 00:00;;;4.6;-3.5;;;;;;;;;;;;;;;;;;;57;55;;;;;;
STG;01.05.1884 00:00;;;11;-1.2;;;;;;;;;;;;;;;;;;;70.2;45;;;;;;
STG;01.06.1884 00:00;;;10.2;-5.5;;;;;;;;;;;;;;;;;;;215.4;127;;;;;;
STG;01.07.1884 00:00;;;16.2;-1.3;;;;;;;;;;;;;;;;;;;185.8;107;;;;;;
STG;01.08.1884 00:00;;;15.3;-1.9;;;;;;;;;;;;;;;;;;;149.8;81;;;;;;
STG;01.09.1884 00:00;;;11.7;-1.4;;;;;;;;;;;;;;;;;;;78.9;57;;;;;;
STG;01.10.1884 00:00;;;6.8;-2.4;;;;;;;;;;;;;;;;;;;116.6;111;;;;;;
STG;01.11.1884 00:00;;;0.8;-3.5;;;;;;;;;;;;;;;;;;;38.6;42;;;;;;
STG;01.12.1884 00:00;;;0;-1.3;;;;;;;;;;;;;;;;;;;66.6;74;;;;;;
STG;01.01.1885 00:00;;;-5.1;-5.3;;;;;;;;;;;;;;;;;;;19.3;29;;;;;;
STG;01.02.1885 00:00;;;2.9;2.1;;;;;;;;;;;;;;;;;;;52.9;82;;;;;;
