station_abbr;reference_timestamp;ths2dymn;ths2dymx;ths200m0;th9120mv;th91dnmv;th91dxmv;ths00nm0;pva2hsm0;ths25xm0;pv9120mv;ths00xm0;ths20nm0;thl200mx;phsstam0;thl200mn;ph9120mv;ths30xm0;xhs000m0;fhs010m0;fh9120mv;rhs001m0;ths35xm0;rhs150m0;rh9120mv;ghs000m0;gh9120mv;shs000m0;sh9120mv;xhs00om0;xhs012m0
LUG;01.01.1864 00:00;;;-1.7;-5.5;;;;;;;;;;;;;;;;;;;7.5;11;;;;;;
LUG;01.02.1864 00:00;;;1.7;-3.3;;;;;;;;;;;;;;;;;;;92.7;151;;;;;;
LUG;01.03.1864 00:00;;;7.2;-1.7;;;;;;;;;;;;;;;;;;;80.4;106;;;;;;
LUG;01.04.1864 00:00;;;10.9;-1.4;;;;;;;;;;;;;;;;;;;12.8;9;;;;;;
LUG;01.05.1864 00:00;;;15;-1.3;;;;;;;;;;;;;;;;;;;134;75;;;;;;
LUG;01.06.1864 00:00;;;18.3;-2.1;;;;;;;;;;;;;;;;;;;169.2;99;;;;;;
LUG;01.07.1864 00:00;15.5;26.6;21.1;-1.5;-2.5;-0.7;;;;;;;;;;;;;;;;;49.6;31;;;;;;
LUG;01.08.1864 00:00;14.8;25.9;19.6;-2.5;-3;-0.9;;;;;;;;;;;;;;;;;179.3;113;;;;;;
LUG;01.09.1864 00:00;12.2;21.9;16.5;-1.4;-2;-0.2;;;;;;;;;;;;;;;;;242.1;147;;;;;;
LUG;01.10.1864 00:00;6.9;15.1;10.4;-2.8;-3.3;-1.8;;;;;;;;;;;;;;;;;307.9;206;;;;;;
LUG;01.11.1864 00:00;3.7;11.5;7.4;-1;-2;-0.1;;;;;;;;;;;;;;;;;94.3;57;;;;;;
LUG;01.12.1864 00:00;0.8;7.6;3.5;-1.1;-1.2;-0.1;;;;;;;;;;;;;;;;;47.5;59;;;;;;
LUG;01.01.1865 00:00;-0.9;6.6;1.9;-1.9;-2.1;-0.5;;;;;;;;;;;;;;;;;36.8;56;;;;;;
LUG;01.02.1865 00:00;-1.2;7.9;2.2;-2.8;-3.1;-1.1;;;;;;;;;;;;;;;;;8.8;14;;;;;;
LUG;01.03.1865 00:00;1;7.1;3.7;-5.2;-4.2;-6.4;;;;;;;;;;;;;;;;;78.4;104;;;;;;
LUG;01.04.1865 00:00;8.2;19;13.6;1.3;-0.3;2.3;;;;;;;;;;;;;;;;;5.2;4;;;;;;
LUG;01.05.1865 00:00;12;20.7;16.4;0.1;-0.4;-0.1;;;;;;;;;;;;;;;;;140;79;;;;;;
LUG;01.06.1865 00:00;14.8;24.2;19.5;-0.9;-1.3;-0.7;;;;;;;;;;;;;;;;;160.8;94;;;;;;
LUG;01.07.1865 00:00;16.6;26.7;22;-0.6;-1.4;-0.6;;;;;;;;;;;;;;;;;131.9;84;;;;;;
LUG;01.08.1865 00:00;15.6;24;19.5;-2.6;-2.2;-2.8;;;;;;;;;;;;;;;;;252.4;160;;;;;;
LUG;01.09.1865 00:00;14.2;24.7;18.8;0.9;0;2.6;;;;;;;;;;;;;;;;;20;12;;;;;;
LUG;01.10.1865 00:00;8.4;16.4;11.7;-1.5;-1.8;-0.5;;;;;;;;;;;;;;;;;220.6;147;;;;;;
LUG;01.11.1865 00:00;4.8;12.3;8;-0.4;-0.9;0.7;;;;;;;;;;;;;;;;;242.2;145;;;;;;
LUG;01.12.1865 00:00;-0.1;8.4;3.2;-1.4;-2.1;0.7;;;;;;;;;;;;;;;;;91.4;114;;;;;;
LUG;01.01.1866 00:00;-0.2;8.3;2.9;-0.9;-1.4;1.2;;;;;;;;;;;;;;;;;43.5;66;;;;;;
LUG;01.02.1866 00:00;2.2;10.2;5.4;0.4;0.3;1.2;;;;;;;;;;;;;;;;;80.4;131;;;;;;
LUG;01.03.1866 00:00;3.1;10.8;6.7;-2.2;-2.1;-2.7;;;;;;;;;;;;;;;;;207.1;274;;;;;;
LUG;01.04.1866 00:00;7.8;15.4;11.4;-0.9;-0.7;-1.3;;;;;;;;;;;;;;;;;185.7;135;;;;;;
LUG;01.05.1866 00:00;9.8;17.7;13.3;-3;-2.6;-3.1;;;;;;;;;;;;;;;;;292.1;164;;;;;;
LUG;01.06.1866 00:00;14.5;23.6;19.2;-1.2;-1.6;-1.3;;;;;;;;;;;;;;;;;154.8;90;;;;;;
LUG;01.07.1866 00:00;15.6;26.9;21.4;-1.2;-2.4;-0.4;;;;;;;;;;;;;;;;;115.2;73;;;;;;
LUG;01.08.1866 00:00;14;23.9;19;-3.1;-3.8;-2.9;;;;;;;;;;;;;;;;;100.4;63;;;;;;
LUG;01.09.1866 00:00;12.6;21.9;17;-0.9;-1.6;-0.2;;;;;;;;;;;;;;;;;148.8;90;;;;;;
LUG;01.10.1866 00:00;7.6;16.6;11.3;-1.9;-2.6;-0.3;;;;;;;;;;;;;;;;;15.9;11;;;;;;
LUG;01.11.1866 00:00;2.2;12.7;6.9;-1.5;-3.5;1.1;;;;;;;;;;;;;;;;;3.9;2;;;;;;
LUG;01.12.1866 00:00;0.2;9.1;4.1;-0.5;-1.8;1.4;;;;;;;;;;;;;;;;;12.2;15;;;;;;
LUG;01.01.1867 00:00;-1.4;6.1;1.7;-2.1;-2.6;-1;;;;;;;;;;;;;;;;;166.6;254;;;;;;
LUG;01.02.1867 00:00;2.5;11.7;5.9;0.9;0.6;2.7;;;;;;;;;;;;;;;;;50.3;82;;;;;;
LUG;01.03.1867 00:00;3.8;10.4;7.1;-1.8;-1.4;-3.1;;;;;;;;;;;;;;;;;174.2;231;;;;;;
LUG;01.04.1867 00:00;7.8;17.4;13;0.7;-0.7;0.7;;;;;;;;;;;;;;;;;115;83;;;;;;
LUG;01.05.1867 00:00;10.1;19.6;15;-1.3;-2.3;-1.2;;;;;;;;;;;;;;;;;163.8;92;;;;;;
LUG;01.06.1867 00:00;14.4;25.2;19.7;-0.7;-1.7;0.3;;;;;;;;;;;;;;;;;106.8;62;;;;;;
LUG;01.07.1867 00:00;15.5;26.1;20.3;-2.3;-2.5;-1.2;;;;;;;;;;;;;;;;;140.3;89;;;;;;
LUG;01.08.1867 00:00;15.7;26.8;20.8;-1.3;-2.1;0;;;;;;;;;;;;;;;;;48.9;31;;;;;;
LUG;01.09.1867 00:00;13.5;24;18.1;0.2;-0.7;1.9;;;;;;;;;;;;;;;;;223.4;135;;;;;;
LUG;01.10.1867 00:00;6.7;15.8;10.7;-2.5;-3.5;-1.1;;;;;;;;;;;;;;;;;252.2;168;;;;;;
LUG;01.11.1867 00:00;2.1;12.7;7;-1.4;-3.6;1.1;;;;;;;;;;;;;;;;;125.4;75;;;;;;
LUG;01.12.1867 00:00;-0.4;7.6;3.8;-0.8;-2.4;-0.1;;;;;;;;;;;;;;;;;24.4;31;;;;;;
LUG;01.01.1868 00:00;-2.7;4.9;0.6;-3.2;-3.9;-2.2;;;;;;;;;;;;;;;;;112.7;172;;;;;;
LUG;01.02.1868 00:00;0.3;10.5;4.9;-0.1;-1.6;1.5;;;;;;;;;;;;;;;;;3;5;;;;;;
LUG;01.03.1868 00:00;2.2;11.1;7.1;-1.8;-3;-2.4;;;;;;;;;;;;;;;;;25.9;34;;;;;;
LUG;01.04.1868 00:00;6.5;14.7;10.9;-1.4;-2;-2;;;;;;;;;;;;;;;;;130.3;94;;;;;;
LUG;01.05.1868 00:00;13.9;23.2;18.6;2.3;1.5;2.4;;;;;;;;;;;;;;;;;111.5;63;;;;;;
LUG;01.06.1868 00:00;15.6;24.2;20;-0.4;-0.5;-0.7;;;;;;;;;;;;;;;;;231.8;135;;;;;;
LUG;01.07.1868 00:00;16.2;25.5;21.3;-1.3;-1.8;-1.8;;;;;;;;;;;;;;;;;173;110;;;;;;
LUG;01.08.1868 00:00;16.2;25;20.4;-1.7;-1.6;-1.8;;;;;;;;;;;;;;;;;233.4;148;;;;;;
LUG;01.09.1868 00:00;14.2;21.8;17.9;0;0;-0.3;;;;;;;;;;;;;;;;;414.1;251;;;;;;
LUG;01.10.1868 00:00;9.7;18;13.1;-0.1;-0.5;1.1;;;;;;;;;;;;;;;;;270.1;180;;;;;;
LUG;01.11.1868 00:00;1.9;11.2;5.5;-2.9;-3.8;-0.4;;;;;;;;;;;;;;;;;160.7;96;;;;;;
LUG;01.12.1868 00:00;2.8;9;5.7;1.1;0.8;1.3;;;;;;;;;;;;;;;;;81.8;102;;;;;;
LUG;01.01.1869 00:00;-1.8;6.4;1.2;-2.6;-3;-0.7;;;;;;;;;;;;;;;;;9.1;14;;;;;;
LUG;01.02.1869 00:00;2.6;11.8;5.9;0.9;0.7;2.8;;;;;;;;;;;;;;;;;41.6;68;;;;;;
LUG;01.03.1869 00:00;1.9;7.3;4.5;-4.4;-3.3;-6.2;;;;;;;;;;;;;;;;;172.9;229;;;;;;
LUG;01.04.1869 00:00;7;16.2;11.9;-0.4;-1.5;-0.5;;;;;;;;;;;;;;;;;139.5;101;;;;;;
LUG;01.05.1869 00:00;13;18.6;16.2;-0.1;0.6;-2.2;;;;;;;;;;;;;;;;;279.9;158;;;;;;
LUG;01.06.1869 00:00;12.7;20.8;17.3;-3.1;-3.4;-4.1;;;;;;;;;;;;;;;;;260.4;152;;;;;;
LUG;01.07.1869 00:00;17.8;27.1;23.3;0.7;-0.2;-0.2;;;;;;;;;;;;;;;;;48.4;31;;;;;;
LUG;01.08.1869 00:00;14.8;24.5;19.8;-2.3;-3;-2.3;;;;;;;;;;;;;;;;;107.7;68;;;;;;
LUG;01.09.1869 00:00;13.7;22.6;17.8;-0.1;-0.5;0.5;;;;;;;;;;;;;;;;;136.9;83;;;;;;
LUG;01.10.1869 00:00;6.7;15.8;10.7;-2.5;-3.5;-1.1;;;;;;;;;;;;;;;;;64.3;43;;;;;;
LUG;01.11.1869 00:00;1.5;11.6;6;-2.4;-4.2;0;;;;;;;;;;;;;;;;;84.1;50;;;;;;
LUG;01.12.1869 00:00;0.4;5.7;2.9;-1.7;-1.6;-2;;;;;;;;;;;;;;;;;221.4;277;;;;;;
LUG;01.01.1870 00:00;-2.4;6.1;0.8;-3;-3.6;-1;;;;;;;;;;;;;;;;;10;15;;;;;;
LUG;01.02.1870 00:00;-0.2;5.7;2.2;-2.8;-2.1;-3.3;;;;;;;;;;;;;;;;;40.2;66;;;;;;
LUG;01.03.1870 00:00;2.9;10.8;6.9;-2;-2.3;-2.7;;;;;;;;;;;;;;;;;20;26;;;;;;
LUG;01.04.1870 00:00;6.5;16.2;11.5;-0.8;-2;-0.5;;;;;;;;;;;;;;;;;29.7;22;;;;;;
LUG;01.05.1870 00:00;12;21.3;17.2;0.9;-0.4;0.5;;;;;;;;;;;;;;;;;62.5;35;;;;;;
LUG;01.06.1870 00:00;15.2;24.6;20.2;-0.2;-0.9;-0.3;;;;;;;;;;;;;;;;;45.8;27;;;;;;
LUG;01.07.1870 00:00;16.8;28;22.9;0.3;-1.2;0.7;;;;;;;;;;;;;;;;;99.5;63;;;;;;
LUG;01.08.1870 00:00;13.8;23.1;18.7;-3.4;-4;-3.7;;;;;;;;;;;;;;;;;137.6;87;;;;;;
LUG;01.09.1870 00:00;11.8;21.2;16.5;-1.4;-2.4;-0.9;;;;;;;;;;;;;;;;;56.1;34;;;;;;
LUG;01.10.1870 00:00;6.4;17.1;11.1;-2.1;-3.8;0.2;;;;;;;;;;;;;;;;;24.9;17;;;;;;
LUG;01.11.1870 00:00;4;10.4;7.1;-1.3;-1.7;-1.2;;;;;;;;;;;;;;;;;217.5;131;;;;;;
LUG;01.12.1870 00:00;-0.3;5.2;2.5;-2.1;-2.3;-2.5;;;;;;;;;;;;;;;;;30;38;;;;;;
LUG;01.01.1871 00:00;-2;4.1;0.5;-3.3;-3.2;-3;;;;;;;;;;;;;;;;;133.6;204;;;;;;
LUG;01.02.1871 00:00;-1;9.8;3;-2;-2.9;0.8;;;;;;;;;;;;;;;;;0;0;;;;;;
LUG;01.03.1871 00:00;4.4;12.3;7.9;-1;-0.8;-1.2;;;;;;;;;;;;;;;;;33;44;;;;;;
LUG;01.04.1871 00:00;7.5;16;12.4;0.1;-1;-0.7;;;;;;;;;;;;;;;;;117;85;;;;;;
LUG;01.05.1871 00:00;10;18.9;15.4;-0.9;-2.4;-1.9;;;;;;;;;;;;;;;;;41.7;23;;;;;;
LUG;01.06.1871 00:00;11.3;19.1;15.9;-4.5;-4.8;-5.8;;;;;;;;;;;;;;;;;262;153;;;;;;
LUG;01.07.1871 00:00;16.2;26.2;22;-0.6;-1.8;-1.1;;;;;;;;;;;;;;;;;88;56;;;;;;
LUG;01.08.1871 00:00;15.7;25.3;21.1;-1;-2.1;-1.5;;;;;;;;;;;;;;;;;94.6;60;;;;;;
LUG;01.09.1871 00:00;14.7;24.2;19.1;1.2;0.5;2.1;;;;;;;;;;;;;;;;;108.4;66;;;;;;
LUG;01.10.1871 00:00;6.5;16.5;10.8;-2.4;-3.7;-0.4;;;;;;;;;;;;;;;;;7.1;5;;;;;;
LUG;01.11.1871 00:00;2.9;10.3;6.3;-2.1;-2.8;-1.3;;;;;;;;;;;;;;;;;197.1;118;;;;;;
LUG;01.12.1871 00:00;-4.2;5.5;-0.4;-5;-6.2;-2.2;;;;;;;;;;;;;;;;;9.4;12;;;;;;
LUG;01.01.1872 00:00;-0.8;5.4;1.6;-2.2;-2;-1.7;;;;;;;;;;;;;;;;;121.4;185;;;;;;
LUG;01.02.1872 00:00;0.5;8.7;3.4;-1.6;-1.4;-0.3;;;;;;;;;;;;;;;;;57.8;94;;;;;;
LUG;01.03.1872 00:00;3.5;11.1;6.9;-2;-1.7;-2.4;;;;;;;;;;;;;;;;;112.2;149;;;;;;
LUG;01.04.1872 00:00;8.1;16.1;11.9;-0.4;-0.4;-0.6;;;;;;;;;;;;;;;;;194.9;141;;;;;;
LUG;01.05.1872 00:00;10.5;15.8;13.4;-2.9;-1.9;-5;;;;;;;;;;;;;;;;;319.6;180;;;;;;
LUG;01.06.1872 00:00;14.4;22.6;18.4;-2;-1.7;-2.3;;;;;;;;;;;;;;;;;356.1;208;;;;;;
LUG;01.07.1872 00:00;16.6;25.7;21.4;-1.2;-1.4;-1.6;;;;;;;;;;;;;;;;;202.8;128;;;;;;
LUG;01.08.1872 00:00;15;24.1;19.7;-2.4;-2.8;-2.7;;;;;;;;;;;;;;;;;166.1;105;;;;;;
LUG;01.09.1872 00:00;13;23.3;18.1;0.2;-1.2;1.2;;;;;;;;;;;;;;;;;88.1;53;;;;;;
LUG;01.10.1872 00:00;10;15.9;12.7;-0.5;-0.2;-1;;;;;;;;;;;;;;;;;389.5;260;;;;;;
LUG;01.11.1872 00:00;4.3;11.1;7.4;-1;-1.4;-0.5;;;;;;;;;;;;;;;;;89.6;54;;;;;;
LUG;01.12.1872 00:00;2.4;8.6;5.2;0.6;0.4;0.9;;;;;;;;;;;;;;;;;255;319;;;;;;
LUG;01.01.1873 00:00;1;7.7;3.3;-0.5;-0.2;0.6;;;;;;;;;;;;;;;;;63.5;97;;;;;;
LUG;01.02.1873 00:00;0.2;7.5;3.1;-1.9;-1.7;-1.5;;;;;;;;;;;;;;;;;94.5;154;;;;;;
LUG;01.03.1873 00:00;5.9;11.1;8.5;-0.4;0.7;-2.4;;;;;;;;;;;;;;;;;97.6;129;;;;;;
LUG;01.04.1873 00:00;6.8;14.2;10.6;-1.7;-1.7;-2.5;;;;;;;;;;;;;;;;;107.4;78;;;;;;
LUG;01.05.1873 00:00;10.2;18.8;14.9;-1.4;-2.2;-2;;;;;;;;;;;;;;;;;75.7;43;;;;;;
LUG;01.06.1873 00:00;13.7;22.5;18.8;-1.6;-2.4;-2.4;;;;;;;;;;;;;;;;;104.3;61;;;;;;
LUG;01.07.1873 00:00;16.8;27.8;22.6;0;-1.2;0.5;;;;;;;;;;;;;;;;;256.5;162;;;;;;
LUG;01.08.1873 00:00;16.7;26.7;21.7;-0.4;-1.1;-0.1;;;;;;;;;;;;;;;;;174;110;;;;;;
LUG;01.09.1873 00:00;11.8;20.9;16.2;-1.7;-2.4;-1.2;;;;;;;;;;;;;;;;;203.3;123;;;;;;
LUG;01.10.1873 00:00;10;17.3;13.4;0.2;-0.2;0.4;;;;;;;;;;;;;;;;;328.3;219;;;;;;
LUG;01.11.1873 00:00;4;11.1;7.4;-1;-1.7;-0.5;;;;;;;;;;;;;;;;;168;101;;;;;;
LUG;01.12.1873 00:00;-0.5;7.9;3.4;-1.2;-2.5;0.2;;;;;;;;;;;;;;;;;0.5;1;;;;;;
LUG;01.01.1874 00:00;-1.6;7.6;1.8;-2;-2.8;0.5;;;;;;;;;;;;;;;;;26.8;41;;;;;;
LUG;01.02.1874 00:00;-0.3;7.3;2.7;-2.3;-2.2;-1.7;;;;;;;;;;;;;;;;;35.2;57;;;;;;
LUG;01.03.1874 00:00;2.5;13;7.2;-1.7;-2.7;-0.5;;;;;;;;;;;;;;;;;11.5;15;;;;;;
LUG;01.04.1874 00:00;7.9;16.9;12.4;0.1;-0.6;0.2;;;;;;;;;;;;;;;;;129.1;94;;;;;;
LUG;01.05.1874 00:00;8.4;17.2;13.2;-3.1;-4;-3.6;;;;;;;;;;;;;;;;;41.4;23;;;;;;
LUG;01.06.1874 00:00;14.4;24.3;19.7;-0.7;-1.7;-0.6;;;;;;;;;;;;;;;;;193;113;;;;;;
LUG;01.07.1874 00:00;17.7;27;23.2;0.6;-0.3;-0.3;;;;;;;;;;;;;;;;;167.9;106;;;;;;
LUG;01.08.1874 00:00;14.9;23.9;19.8;-2.3;-2.9;-2.9;;;;;;;;;;;;;;;;;156;99;;;;;;
LUG;01.09.1874 00:00;14;23.2;18.8;0.9;-0.2;1.1;;;;;;;;;;;;;;;;;139.7;85;;;;;;
LUG;01.10.1874 00:00;8.5;17.8;12.7;-0.5;-1.7;0.9;;;;;;;;;;;;;;;;;95;63;;;;;;
LUG;01.11.1874 00:00;1.5;11;5.6;-2.8;-4.2;-0.6;;;;;;;;;;;;;;;;;24.1;14;;;;;;
LUG;01.12.1874 00:00;0.8;6;3.4;-1.2;-1.2;-1.7;;;;;;;;;;;;;;;;;122.9;154;;;;;;
LUG;01.01.1875 00:00;0.2;6.8;3.1;-0.7;-1;-0.3;;;;;;;;;;;;;;;;;18.1;28;;;;;;
LUG;01.02.1875 00:00;-1.6;5.2;1.3;-3.7;-3.5;-3.8;;;;;;;;;;;;;;;;;74.1;121;;;;;;
LUG;01.03.1875 00:00;1.6;9.1;5;-3.9;-3.6;-4.4;;;;;;;;;;;;;;;;;6.1;8;;;;;;
LUG;01.04.1875 00:00;5.9;14.4;10.5;-1.8;-2.6;-2.3;;;;;;;;;;;;;;;;;52.3;38;;;;;;
LUG;01.05.1875 00:00;13;21.1;17.6;1.3;0.6;0.3;;;;;;;;;;;;;;;;;81.6;46;;;;;;
LUG;01.06.1875 00:00;14.8;22.5;19.2;-1.2;-1.3;-2.4;;;;;;;;;;;;;;;;;326.9;191;;;;;;
LUG;01.07.1875 00:00;15.6;23.1;19.8;-2.8;-2.4;-4.2;;;;;;;;;;;;;;;;;288.4;183;;;;;;
LUG;01.08.1875 00:00;16.4;25.9;21;-1.1;-1.4;-0.9;;;;;;;;;;;;;;;;;186.6;118;;;;;;
LUG;01.09.1875 00:00;13.9;22.4;18;0.1;-0.3;0.3;;;;;;;;;;;;;;;;;1.2;1;;;;;;
LUG;01.10.1875 00:00;8.6;16.6;12.3;-0.9;-1.6;-0.3;;;;;;;;;;;;;;;;;177.3;118;;;;;;
LUG;01.11.1875 00:00;2.6;10.9;6.4;-2;-3.1;-0.7;;;;;;;;;;;;;;;;;68.6;41;;;;;;
LUG;01.12.1875 00:00;-0.9;7;2.5;-2.1;-2.9;-0.7;;;;;;;;;;;;;;;;;18.7;23;;;;;;
LUG;01.01.1876 00:00;-0.8;6.3;1.8;-2;-2;-0.8;;;;;;;;;;;;;;;;;84.6;129;;;;;;
LUG;01.02.1876 00:00;0.9;9.4;4.3;-0.7;-1;0.4;;;;;;;;;;;;;;;;;7.9;13;;;;;;
LUG;01.03.1876 00:00;4.6;10.8;7.7;-1.2;-0.6;-2.7;;;;;;;;;;;;;;;;;89.7;119;;;;;;
LUG;01.04.1876 00:00;7.7;13.7;11.2;-1.1;-0.8;-3;;;;;;;;;;;;;;;;;467.2;339;;;;;;
LUG;01.05.1876 00:00;9.8;15.8;12.8;-3.5;-2.6;-5;;;;;;;;;;;;;;;;;156.6;88;;;;;;
LUG;01.06.1876 00:00;14.1;22.5;18.6;-1.8;-2;-2.4;;;;;;;;;;;;;;;;;264.3;154;;;;;;
LUG;01.07.1876 00:00;16.4;26.6;22.1;-0.5;-1.6;-0.7;;;;;;;;;;;;;;;;;85.7;54;;;;;;
LUG;01.08.1876 00:00;16.5;25.2;21;-1.1;-1.3;-1.6;;;;;;;;;;;;;;;;;162.6;103;;;;;;
LUG;01.09.1876 00:00;11;21.3;15.9;-2;-3.2;-0.8;;;;;;;;;;;;;;;;;57.1;35;;;;;;
LUG;01.10.1876 00:00;10.2;19.1;14;0.8;0;2.2;;;;;;;;;;;;;;;;;82.1;55;;;;;;
LUG;01.11.1876 00:00;2.1;10.6;5.9;-2.5;-3.6;-1;;;;;;;;;;;;;;;;;57.4;34;;;;;;
LUG;01.12.1876 00:00;1.8;8.2;4.8;0.2;-0.2;0.5;;;;;;;;;;;;;;;;;131.2;164;;;;;;
LUG;01.01.1877 00:00;1.9;9.4;4.8;1;0.7;2.3;;;;;;;;;;;;;;;;;73.8;113;;;;;;
LUG;01.02.1877 00:00;1.6;11.4;5.3;0.3;-0.3;2.4;;;;;;;;;;;;;;;;;16.5;27;;;;;;
LUG;01.03.1877 00:00;2.4;8;5.3;-3.6;-2.8;-5.5;;;;;;;;;;;;;;;;;250.6;332;;;;;;
LUG;01.04.1877 00:00;6.8;15;11.3;-1;-1.7;-1.7;;;;;;;;;;;;;;;;;154.4;112;;;;;;
LUG;01.05.1877 00:00;10;16.1;13.5;-2.8;-2.4;-4.7;;;;;;;;;;;;;;;;;349.1;197;;;;;;
LUG;01.06.1877 00:00;16.6;25;21.1;0.7;0.5;0.1;;;;;;;;;;;;;;;;;79.5;46;;;;;;
LUG;01.07.1877 00:00;15.9;24.5;20.6;-2;-2.1;-2.8;;;;;;;;;;;;;;;;;358.4;227;;;;;;
LUG;01.08.1877 00:00;17.4;26.6;21.9;-0.2;-0.4;-0.2;;;;;;;;;;;;;;;;;114.8;73;;;;;;
LUG;01.09.1877 00:00;11.9;21.6;16.3;-1.6;-2.3;-0.5;;;;;;;;;;;;;;;;;106.4;65;;;;;;
LUG;01.10.1877 00:00;5.2;15.8;9.7;-3.5;-5;-1.1;;;;;;;;;;;;;;;;;41.3;28;;;;;;
LUG;01.11.1877 00:00;3.7;12.6;7.7;-0.7;-2;1;;;;;;;;;;;;;;;;;181.2;109;;;;;;
LUG;01.12.1877 00:00;-0.3;7.7;3.4;-1.2;-2.3;0;;;;;;;;;;;;;;;;;23.8;30;;;;;;
LUG;01.01.1878 00:00;-1.2;7;2.4;-1.4;-2.4;-0.1;;;;;;;;;;;;;;;;;9.8;15;;;;;;
LUG;01.02.1878 00:00;0.6;11.3;4.6;-0.4;-1.3;2.3;;;;;;;;;;;;;;;;;1;2;;;;;;
LUG;01.03.1878 00:00;2.5;11;7.1;-1.8;-2.7;-2.5;;;;;;;;;;;;;;;;;107.5;142;;;;;;
LUG;01.04.1878 00:00;7.2;14.6;11.1;-1.2;-1.3;-2.1;;;;;;;;;;;;;;;;;69.9;51;;;;;;
LUG;01.05.1878 00:00;12.1;19;15.9;-0.4;-0.3;-1.8;;;;;;;;;;;;;;;;;126.9;71;;;;;;
LUG;01.06.1878 00:00;13.7;21.5;18.4;-2;-2.4;-3.4;;;;;;;;;;;;;;;;;25.9;15;;;;;;
LUG;01.07.1878 00:00;16.1;25.1;21.1;-1.5;-1.9;-2.2;;;;;;;;;;;;;;;;;35.1;22;;;;;;
LUG;01.08.1878 00:00;16;23.8;19.9;-2.2;-1.8;-3;;;;;;;;;;;;;;;;;364.8;231;;;;;;
LUG;01.09.1878 00:00;13.8;22.3;17.8;-0.1;-0.4;0.2;;;;;;;;;;;;;;;;;231.4;140;;;;;;
LUG;01.10.1878 00:00;9;16.2;12.3;-0.9;-1.2;-0.7;;;;;;;;;;;;;;;;;307.6;205;;;;;;
LUG;01.11.1878 00:00;2.1;9.2;5.7;-2.7;-3.6;-2.4;;;;;;;;;;;;;;;;;199.5;120;;;;;;
LUG;01.12.1878 00:00;-2.1;4.9;0.9;-3.7;-4.1;-2.8;;;;;;;;;;;;;;;;;25.4;32;;;;;;
LUG;01.01.1879 00:00;-0.7;6.3;1.5;-2.3;-1.9;-0.8;;;;;;;;;;;;;;;;;62.1;95;;;;;;
LUG;01.02.1879 00:00;1.7;8.4;4.4;-0.6;-0.2;-0.6;;;;;;;;;;;;;;;;;94.4;154;;;;;;
LUG;01.03.1879 00:00;3.7;11.8;7.5;-1.4;-1.5;-1.7;;;;;;;;;;;;;;;;;103.9;138;;;;;;
LUG;01.04.1879 00:00;5.7;11.3;8.8;-3.5;-2.8;-5.4;;;;;;;;;;;;;;;;;296.1;215;;;;;;
LUG;01.05.1879 00:00;8.8;13.7;11.8;-4.5;-3.6;-7.1;;;;;;;;;;;;;;;;;454.1;256;;;;;;
LUG;01.06.1879 00:00;14.1;22.4;19.1;-1.3;-2;-2.5;;;;;;;;;;;;;;;;;144.3;84;;;;;;
LUG;01.07.1879 00:00;14.1;23.4;19.3;-3.3;-3.9;-3.9;;;;;;;;;;;;;;;;;88.8;56;;;;;;
LUG;01.08.1879 00:00;16.9;26.6;22;-0.1;-0.9;-0.2;;;;;;;;;;;;;;;;;195.9;124;;;;;;
LUG;01.09.1879 00:00;12.8;21.2;17.1;-0.8;-1.4;-0.9;;;;;;;;;;;;;;;;;235.1;143;;;;;;
LUG;01.10.1879 00:00;7.3;17;11.7;-1.5;-2.9;0.1;;;;;;;;;;;;;;;;;12.5;8;;;;;;
LUG;01.11.1879 00:00;1.6;10;4.9;-3.5;-4.1;-1.6;;;;;;;;;;;;;;;;;121.4;73;;;;;;
LUG;01.12.1879 00:00;-5.4;3.1;-1.9;-6.5;-7.4;-4.6;;;;;;;;;;;;;;;;;7.1;9;;;;;;
LUG;01.01.1880 00:00;-4.3;5;-0.8;-4.6;-5.5;-2.1;;;;;;;;;;;;;;;;;0;0;;;;;;
LUG;01.02.1880 00:00;0;8.4;3.1;-1.9;-1.9;-0.6;;;;;;;;;;;;;;;;;91.1;149;;;;;;
LUG;01.03.1880 00:00;3.6;13.3;8.2;-0.7;-1.6;-0.2;;;;;;;;;;;;;;;;;2.1;3;;;;;;
LUG;01.04.1880 00:00;8.2;14;11.2;-1.1;-0.3;-2.7;;;;;;;;;;;;;;;;;130;94;;;;;;
LUG;01.05.1880 00:00;10.6;18.2;14.1;-2.2;-1.8;-2.6;;;;;;;;;;;;;;;;;81.8;46;;;;;;
LUG;01.06.1880 00:00;12.4;20.8;17.2;-3.2;-3.7;-4.1;;;;;;;;;;;;;;;;;272.7;159;;;;;;
LUG;01.07.1880 00:00;16.9;27.7;22.7;0.1;-1.1;0.4;;;;;;;;;;;;;;;;;91.8;58;;;;;;
LUG;01.08.1880 00:00;14.9;24.1;19.5;-2.6;-2.9;-2.7;;;;;;;;;;;;;;;;;224.3;142;;;;;;
LUG;01.09.1880 00:00;13.4;22;17.6;-0.3;-0.8;-0.1;;;;;;;;;;;;;;;;;205.9;125;;;;;;
LUG;01.10.1880 00:00;9.5;17.6;12.8;-0.4;-0.7;0.7;;;;;;;;;;;;;;;;;267.8;179;;;;;;
LUG;01.11.1880 00:00;3.5;11.9;7.1;-1.3;-2.2;0.3;;;;;;;;;;;;;;;;;128.3;77;;;;;;
