station_abbr;reference_timestamp;ths2dymn;ths2dymx;ths200m0;th9120mv;th91dnmv;th91dxmv;ths00nm0;pva2hsm0;ths25xm0;pv9120mv;ths00xm0;ths20nm0;thl200mx;phsstam0;thl200mn;ph9120mv;ths30xm0;xhs000m0;fhs010m0;fh9120mv;rhs001m0;ths35xm0;rhs150m0;rh9120mv;ghs000m0;gh9120mv;shs000m0;sh9120mv;xhs00om0;xhs012m0
LUG;01.09.1909 00:00;12;21;15.9;-2;-2.2;-1.1;;;;;;;;;;;;;;;;;93.7;57;;;11601;101;;
LUG;01.10.1909 00:00;9.2;17.8;12.5;-0.7;-1;0.9;;;;;;;;;;;;;;;;;187.8;125;;;10942;129;;
LUG;01.11.1909 00:00;2.8;10.6;6.1;-2.3;-2.9;-1;;;;;;;;;;;;;;;;;55.3;33;;;10548;167;;
LUG;01.12.1909 00:00;2.4;7.3;5;0.4;0.4;-0.4;;;;;;;;;;;;;;;;;93.8;117;;;3898;61;;
LUG;01.01.1910 00:00;0;8.2;3.4;-0.4;-1.2;1.1;;;;;;;;;;;;;;;;;25.8;39;;;7820;105;;
LUG;01.02.1910 00:00;0.8;8.2;4.1;-0.9;-1.1;-0.8;;;;;;;;;;;;;;;;;60.6;99;;;7029;82;;
LUG;01.03.1910 00:00;3.8;11.6;7.5;-1.4;-1.4;-1.9;;;;;;;;;;;;;;;;;114.2;151;;;9792;85;;
LUG;01.04.1910 00:00;6.6;12.8;9.9;-2.4;-1.9;-3.9;;;;;;;;;;;;;;;;;257.2;186;;;7964;73;;
LUG;01.05.1910 00:00;9.3;16.9;13.2;-3.1;-3.1;-3.9;;;;;;;;;;;;;;;;;143.9;81;;;12817;107;;
LUG;01.06.1910 00:00;14;22.9;18.4;-2;-2.1;-2;;;;;;;;;;;;;;;;;270;157;;;13724;100;;
LUG;01.07.1910 00:00;13.6;24;19.2;-3.4;-4.4;-3.3;;;;;;;;;;;;;;;;;95.1;60;;;15850;101;;
LUG;01.08.1910 00:00;14.5;24.4;19.4;-2.7;-3.3;-2.4;;;;;;;;;;;;;;;;;232;147;;;15778;108;;
LUG;01.09.1910 00:00;12.1;19.9;16.1;-1.8;-2.1;-2.2;;;;;;;;;;;;;;;;;57.8;35;;;11187;97;;
LUG;01.10.1910 00:00;9.1;16.2;12.3;-0.9;-1.1;-0.7;;;;;;;;;;;;;;;;;181.1;121;;;7977;94;;
LUG;01.11.1910 00:00;2.3;9.2;5.6;-2.8;-3.4;-2.4;;;;;;;;;;;;;;;;;103;62;;;7034;111;;
LUG;01.12.1910 00:00;3;7.6;5.4;0.8;1;-0.1;;;;;;;;;;;;;;;;;327.9;410;;;4936;77;;
LUG;01.01.1911 00:00;-1;5.7;1.6;-2.2;-2.2;-1.4;;;;;;;;;;;;;;;;;15;23;;;8858;119;;
LUG;01.02.1911 00:00;-0.7;8.1;3.2;-1.8;-2.6;-0.9;;;;;;;;;;;;;;;;;15.5;25;;;9689;113;;
LUG;01.03.1911 00:00;3.6;10.3;6.7;-2.2;-1.6;-3.2;;;;;;;;;;;;;;;;;99.2;131;;;7478;65;;
LUG;01.04.1911 00:00;6;14.9;10.4;-1.9;-2.5;-1.8;;;;;;;;;;;;;;;;;82.9;60;;;14057;129;;
LUG;01.05.1911 00:00;11;18;14.8;-1.5;-1.4;-2.8;;;;;;;;;;;;;;;;;96.1;54;;;11325;94;;
LUG;01.06.1911 00:00;13.7;21.3;17.4;-3;-2.4;-3.6;;;;;;;;;;;;;;;;;300.8;175;;;13013;95;;
LUG;01.07.1911 00:00;16.5;26.9;22.1;-0.5;-1.5;-0.4;;;;;;;;;;;;;;;;;34.6;22;;;18137;116;;
LUG;01.08.1911 00:00;17.1;26.8;21.9;-0.2;-0.7;0;;;;;;;;;;;;;;;;;377.2;238;;;17748;121;;
LUG;01.09.1911 00:00;13.3;23.5;18;0.1;-0.9;1.4;;;;;;;;;;;;;;;;;212.1;129;;;14655;127;;
LUG;01.10.1911 00:00;8.1;15.8;11;-2.2;-2.1;-1.1;;;;;;;;;;;;;;;;;223.2;149;;;8755;103;;
LUG;01.11.1911 00:00;5;11.5;7.8;-0.6;-0.7;-0.1;;;;;;;;;;;;;;;;;246.6;148;;;6148;97;;
LUG;01.12.1911 00:00;2;8.3;4.9;0.3;0;0.6;;;;;;;;;;;;;;;;;92.7;116;;;5696;88;;
LUG;01.01.1912 00:00;1.6;7;3.7;-0.1;0.4;-0.1;;;;;;;;;;;;;;;;;94.3;144;;;3998;54;;
LUG;01.02.1912 00:00;1.6;10;5.1;0.1;-0.3;1;;;;;;;;;;;;;;;;;115.7;189;;;8261;97;;
LUG;01.03.1912 00:00;3.9;14.1;9;0.1;-1.3;0.6;;;;;;;;;;;;;;;;;186.6;247;;;10843;94;;
LUG;01.04.1912 00:00;6.2;14.1;10.1;-2.2;-2.3;-2.6;;;;;;;;;;;;;;;;;60.9;44;;;10497;96;;
LUG;01.05.1912 00:00;11;20.2;16;-0.3;-1.4;-0.6;;;;;;;;;;;;;;;;;107.3;60;;;14657;122;;
LUG;01.06.1912 00:00;13.2;22.2;18.2;-2.2;-2.9;-2.7;;;;;;;;;;;;;;;;;167;97;;;13194;96;;
LUG;01.07.1912 00:00;14.4;24.6;20.3;-2.3;-3.6;-2.7;;;;;;;;;;;;;;;;;195.2;124;;;13861;89;;
LUG;01.08.1912 00:00;11.6;22.3;17.7;-4.4;-6.2;-4.5;;;;;;;;;;;;;;;;;344.9;218;;;12031;82;;
LUG;01.09.1912 00:00;8.4;18.1;13.2;-4.7;-5.8;-4;;;;;;;;;;;;;;;;;61;37;;;10958;95;;
LUG;01.10.1912 00:00;6.1;14.8;10.6;-2.6;-4.1;-2.1;;;;;;;;;;;;;;;;;188.3;126;;;7760;92;;
LUG;01.11.1912 00:00;1.3;9.3;5.1;-3.3;-4.4;-2.3;;;;;;;;;;;;;;;;;60.9;37;;;8788;139;;
LUG;01.12.1912 00:00;-0.7;6.9;3;-1.6;-2.7;-0.8;;;;;;;;;;;;;;;;;29.9;37;;;7995;124;;
LUG;01.01.1913 00:00;-0.2;5.9;2.5;-1.3;-1.4;-1.2;;;;;;;;;;;;;;;;;16.3;25;;;6613;89;;
LUG;01.02.1913 00:00;-1;8.5;2.7;-2.3;-2.9;-0.5;;;;;;;;;;;;;;;;;5.3;9;;;9987;117;;
LUG;01.03.1913 00:00;3.2;11.4;7.2;-1.7;-2;-2.1;;;;;;;;;;;;;;;;;206.7;274;;;8415;73;;
LUG;01.04.1913 00:00;6.6;13.6;9.7;-2.6;-1.9;-3.1;;;;;;;;;;;;;;;;;230.7;167;;;9238;84;;
LUG;01.05.1913 00:00;10.4;18.7;14.7;-1.6;-2;-2.1;;;;;;;;;;;;;;;;;140;79;;;12786;107;;
LUG;01.06.1913 00:00;14.9;24.3;19.6;-0.8;-1.2;-0.6;;;;;;;;;;;;;;;;;118.3;69;;;16216;118;;
LUG;01.07.1913 00:00;13.6;23.9;19.3;-3.3;-4.4;-3.4;;;;;;;;;;;;;;;;;169.2;107;;;15564;100;;
LUG;01.08.1913 00:00;14.8;24.4;19.4;-2.7;-3;-2.4;;;;;;;;;;;;;;;;;183.6;116;;;13380;91;;
LUG;01.09.1913 00:00;12;20;15.8;-2.1;-2.2;-2.1;;;;;;;;;;;;;;;;;137.7;84;;;7891;68;;
LUG;01.10.1913 00:00;9.2;16.6;12;-1.2;-1;-0.3;;;;;;;;;;;;;;;;;247.6;165;;;8301;98;;
LUG;01.11.1913 00:00;5.5;13.4;9.2;0.8;-0.2;1.8;;;;;;;;;;;;;;;;;41.5;25;;;7231;114;;
LUG;01.12.1913 00:00;1;8.9;4.4;-0.2;-1;1.2;;;;;;;;;;;;;;;;;11.3;14;;;9646;150;;
LUG;01.01.1914 00:00;-1.8;5.8;0.8;-3;-3;-1.3;;;;;;;;;;;;;;;;;20.2;31;;;8581;116;;
LUG;01.02.1914 00:00;2;9.2;4.6;-0.4;0.1;0.2;;;;;;;;;;;;;;;;;142.1;232;;;7109;83;;
LUG;01.03.1914 00:00;4.2;12.6;7.5;-1.4;-1;-0.9;;;;;;;;;;;;;;;;;138.6;184;;;10924;95;;
LUG;01.04.1914 00:00;7.8;17;12;-0.3;-0.7;0.3;;;;;;;;;;;;;;;;;67.4;49;;;11231;103;;
LUG;01.05.1914 00:00;10.4;17.9;13.8;-2.5;-2;-2.9;;;;;;;;;;;;;;;;;319.5;180;;;11170;93;;
LUG;01.06.1914 00:00;12.7;22.3;17.2;-3.2;-3.4;-2.6;;;;;;;;;;;;;;;;;109.1;64;;;13897;101;;
LUG;01.07.1914 00:00;14.8;24.7;19.4;-3.2;-3.2;-2.6;;;;;;;;;;;;;;;;;232.7;147;;;14898;95;;
LUG;01.08.1914 00:00;15.1;25.3;19.6;-2.5;-2.7;-1.5;;;;;;;;;;;;;;;;;216.5;137;;;15280;104;;
LUG;01.09.1914 00:00;12.4;22.8;16.9;-1;-1.8;0.7;;;;;;;;;;;;;;;;;42.8;26;;;15413;134;;
LUG;01.10.1914 00:00;8;15.5;11;-2.2;-2.2;-1.4;;;;;;;;;;;;;;;;;360.6;241;;;8768;103;;
LUG;01.11.1914 00:00;3.9;10.7;6.8;-1.6;-1.8;-0.9;;;;;;;;;;;;;;;;;40.1;24;;;8668;137;;
LUG;01.12.1914 00:00;2;6.8;4;-0.6;0;-0.9;;;;;;;;;;;;;;;;;154.5;193;;;5018;78;;
LUG;01.01.1915 00:00;-1.4;6;1.6;-2.2;-2.6;-1.1;;;;;;;;;;;;;;;;;61.5;94;;;7362;99;;
LUG;01.02.1915 00:00;-0.5;6.1;1.6;-3.4;-2.4;-2.9;;;;;;;;;;;;;;;;;169.8;277;;;7357;86;;
LUG;01.03.1915 00:00;2.8;11.7;6.4;-2.5;-2.4;-1.8;;;;;;;;;;;;;;;;;45.3;60;;;12804;111;;
LUG;01.04.1915 00:00;6;14.5;9.9;-2.4;-2.5;-2.2;;;;;;;;;;;;;;;;;94.7;69;;;9781;89;;
LUG;01.05.1915 00:00;12.3;19.4;16;-0.3;-0.1;-1.4;;;;;;;;;;;;;;;;;244.8;138;;;10548;88;;
LUG;01.06.1915 00:00;15.3;23.1;19.1;-1.3;-0.8;-1.8;;;;;;;;;;;;;;;;;208.2;121;;;11185;81;;
LUG;01.07.1915 00:00;15.7;25.1;20.5;-2.1;-2.3;-2.2;;;;;;;;;;;;;;;;;243.6;154;;;15298;98;;
LUG;01.08.1915 00:00;14.6;25.3;19.8;-2.3;-3.2;-1.5;;;;;;;;;;;;;;;;;48.4;31;;;16351;111;;
LUG;01.09.1915 00:00;11.3;19.4;15;-2.9;-2.9;-2.7;;;;;;;;;;;;;;;;;237.5;144;;;9730;84;;
LUG;01.10.1915 00:00;7.5;15.1;10.4;-2.8;-2.7;-1.8;;;;;;;;;;;;;;;;;31.1;21;;;8117;96;;
LUG;01.11.1915 00:00;2.1;9;4.9;-3.5;-3.6;-2.6;;;;;;;;;;;;;;;;;33.3;20;;;7534;119;;
LUG;01.12.1915 00:00;3.8;7.7;5.5;0.9;1.8;0;;;;;;;;;;;;;;;;;93.2;117;;;3693;57;;
LUG;01.01.1916 00:00;0.8;9.1;3.6;-0.2;-0.4;2;;;;;;;;;;;;;;;;;0.9;1;;;11661;157;;
LUG;01.02.1916 00:00;1.1;7.4;3.2;-1.8;-0.8;-1.6;;;;;;;;;;;;;;;;;173.5;283;;;6619;78;;
LUG;01.03.1916 00:00;3.6;9.1;5.5;-3.4;-1.6;-4.4;;;;;;;;;;;;;;;;;330.9;438;;;4254;37;;
LUG;01.04.1916 00:00;7.6;16.2;11.1;-1.2;-0.9;-0.5;;;;;;;;;;;;;;;;;103.4;75;;;12644;116;;
LUG;01.05.1916 00:00;11.8;19.1;15.1;-1.2;-0.6;-1.7;;;;;;;;;;;;;;;;;194.7;110;;;11835;99;;
LUG;01.06.1916 00:00;12.9;21.3;16.7;-3.7;-3.2;-3.6;;;;;;;;;;;;;;;;;168.7;98;;;11478;84;;
LUG;01.07.1916 00:00;15.4;25.2;19.9;-2.7;-2.6;-2.1;;;;;;;;;;;;;;;;;98.1;62;;;13461;86;;
LUG;01.08.1916 00:00;15.3;25;19.9;-2.2;-2.5;-1.8;;;;;;;;;;;;;;;;;208.6;132;;;14191;97;;
LUG;01.09.1916 00:00;11.4;19.3;14.9;-3;-2.8;-2.8;;;;;;;;;;;;;;;;;155.5;94;;;9068;79;;
LUG;01.10.1916 00:00;7.9;16.7;11.3;-1.9;-2.3;-0.2;;;;;;;;;;;;;;;;;111.7;75;;;11057;130;;
LUG;01.11.1916 00:00;4.5;10.8;7.2;-1.2;-1.2;-0.8;;;;;;;;;;;;;;;;;221.1;133;;;5306;84;;
LUG;01.12.1916 00:00;1.4;6.7;3.8;-0.8;-0.6;-1;;;;;;;;;;;;;;;;;236.8;296;;;3956;61;;
LUG;01.01.1917 00:00;-0.3;5.8;1.7;-2.1;-1.5;-1.3;;;;;;;;;;;;;;;;;66.6;102;;;4154;56;;
LUG;01.02.1917 00:00;-2;7.3;1.1;-3.9;-3.9;-1.7;;;;;;;;;;;;;;;;;12.8;21;;;11004;129;;
LUG;01.03.1917 00:00;1.7;9.8;4.8;-4.1;-3.5;-3.7;;;;;;;;;;;;;;;;;68.7;91;;;9808;85;;
LUG;01.04.1917 00:00;5.7;13.1;8.8;-3.5;-2.8;-3.6;;;;;;;;;;;;;;;;;109.7;79;;;11799;108;;
LUG;01.05.1917 00:00;12;19;15.3;-1;-0.4;-1.8;;;;;;;;;;;;;;;;;338.9;191;;;10095;84;;
LUG;01.06.1917 00:00;15;24.4;19.5;-0.9;-1.1;-0.5;;;;;;;;;;;;;;;;;60.3;35;;;15999;117;;
LUG;01.07.1917 00:00;15.3;26;20.3;-2.3;-2.7;-1.3;;;;;;;;;;;;;;;;;164.2;104;;;16295;104;;
LUG;01.08.1917 00:00;14.7;24.6;19;-3.1;-3.1;-2.2;;;;;;;;;;;;;;;;;197.3;125;;;14907;102;;
LUG;01.09.1917 00:00;13.7;24.5;18.4;0.5;-0.5;2.4;;;;;;;;;;;;;;;;;30.5;18;;;16157;140;;
LUG;01.10.1917 00:00;6.8;14.9;9.9;-3.3;-3.4;-2;;;;;;;;;;;;;;;;;220.7;147;;;8646;102;;
LUG;01.11.1917 00:00;2.8;11.9;6.5;-1.9;-2.9;0.3;;;;;;;;;;;;;;;;;6.7;4;;;10510;166;;
LUG;01.12.1917 00:00;-0.2;7.6;2.2;-2.4;-2.2;-0.1;;;;;;;;;;;;;;;;;51.4;64;;;4754;74;;
LUG;01.01.1918 00:00;-0.2;6.7;1.9;-1.9;-1.4;-0.4;;;;;;;;;;;;;;;;;45.5;69;;;8336;112;;
LUG;01.02.1918 00:00;0.5;10.7;4.3;-0.7;-1.4;1.7;;;;;;;;;;;;;;;;;10.2;17;;;13318;156;;
LUG;01.03.1918 00:00;2.7;11.8;6.7;-2.2;-2.5;-1.7;;;;;;;;;;;;;;;;;167.3;222;;;10560;92;;
LUG;01.04.1918 00:00;7.6;11.3;9.1;-3.2;-0.9;-5.4;;;;;;;;;;;;;;;;;276.8;201;;;3493;32;;
LUG;01.05.1918 00:00;11.1;19.9;15.8;-0.5;-1.3;-0.9;;;;;;;;;;;;;;;;;131.8;74;;;14694;123;;
LUG;01.06.1918 00:00;11.7;21.3;17.4;-3;-4.4;-3.6;;;;;;;;;;;;;;;;;166.3;97;;;13915;101;;
LUG;01.07.1918 00:00;15;25.7;21.3;-1.3;-3;-1.6;;;;;;;;;;;;;;;;;146;92;;;15906;102;;
LUG;01.08.1918 00:00;14.4;25.6;20.1;-2;-3.4;-1.2;;;;;;;;;;;;;;;;;152.3;96;;;16677;114;;
LUG;01.09.1918 00:00;13.1;22.9;17.9;0;-1.1;0.8;;;;;;;;;;;;;;;;;202.5;123;;;11868;103;;
LUG;01.10.1918 00:00;8;14.8;10.8;-2.4;-2.2;-2.1;;;;;;;;;;;;;;;;;213.1;142;;;7696;91;;
LUG;01.11.1918 00:00;3.7;9.7;6.2;-2.2;-2;-1.9;;;;;;;;;;;;;;;;;92.6;56;;;7370;117;;
LUG;01.12.1918 00:00;0.6;8.3;3.7;-0.9;-1.4;0.6;;;;;;;;;;;;;;;;;29.8;37;;;6224;97;;
LUG;01.01.1919 00:00;0.9;7.7;3.3;-0.5;-0.3;0.6;;;;;;;;;;;;;;;;;228.2;348;;;5859;79;;
LUG;01.02.1919 00:00;0.5;7.8;3;-2;-1.4;-1.2;;;;;;;;;;;;;;;;;46;75;;;7785;91;;
LUG;01.03.1919 00:00;3.3;11.9;7;-1.9;-1.9;-1.6;;;;;;;;;;;;;;;;;117.2;155;;;9943;86;;
LUG;01.04.1919 00:00;6;14.5;10.3;-2;-2.5;-2.2;;;;;;;;;;;;;;;;;204.7;148;;;11527;105;;
LUG;01.05.1919 00:00;10.2;20.5;15.6;-0.7;-2.2;-0.3;;;;;;;;;;;;;;;;;7.5;4;;;17951;150;;
LUG;01.06.1919 00:00;14.6;25.7;20.4;0;-1.5;0.8;;;;;;;;;;;;;;;;;59.3;35;;;15747;115;;
LUG;01.07.1919 00:00;13.5;24.2;19.1;-3.5;-4.5;-3.1;;;;;;;;;;;;;;;;;138.8;88;;;14255;91;;
LUG;01.08.1919 00:00;16.5;27.9;22.2;0.1;-1.3;1.1;;;;;;;;;;;;;;;;;33.3;21;;;17221;117;;
LUG;01.09.1919 00:00;13.2;24.8;18.6;0.7;-1;2.7;;;;;;;;;;;;;;;;;202.4;123;;;14013;122;;
LUG;01.10.1919 00:00;5.8;14.8;9.8;-3.4;-4.4;-2.1;;;;;;;;;;;;;;;;;80.3;54;;;9928;117;;
LUG;01.11.1919 00:00;1.5;7.8;4.6;-3.8;-4.2;-3.8;;;;;;;;;;;;;;;;;217.2;130;;;6116;97;;
LUG;01.12.1919 00:00;0.3;7.8;3.5;-1.1;-1.7;0.1;;;;;;;;;;;;;;;;;30;38;;;8623;134;;
LUG;01.01.1920 00:00;2;10;5;1.2;0.8;2.9;;;;;;;;;;;;;;;;;149.4;228;;;7575;102;;
LUG;01.02.1920 00:00;1.7;10.8;4.9;-0.1;-0.2;1.8;;;;;;;;;;;;;;;;;19.7;32;;;10496;123;;
LUG;01.03.1920 00:00;5.1;14;8.9;0;-0.1;0.5;;;;;;;;;;;;;;;;;262;347;;;10313;90;;
LUG;01.04.1920 00:00;6.7;14;10.3;-2;-1.8;-2.7;;;;;;;;;;;;;;;;;269.5;195;;;7566;69;;
LUG;01.05.1920 00:00;13.7;22.7;18.2;1.9;1.3;1.9;;;;;;;;;;;;;;;;;205.4;116;;;13333;111;;
LUG;01.06.1920 00:00;14.4;23.1;18.5;-1.9;-1.7;-1.8;;;;;;;;;;;;;;;;;189.3;110;;;13780;100;;
LUG;01.07.1920 00:00;16.2;25.9;20.5;-2.1;-1.8;-1.4;;;;;;;;;;;;;;;;;311.4;197;;;15136;97;;
LUG;01.08.1920 00:00;14.7;24.2;18.8;-3.3;-3.1;-2.6;;;;;;;;;;;;;;;;;150.3;95;;;14404;98;;
LUG;01.09.1920 00:00;13.3;22.2;16.8;-1.1;-0.9;0.1;;;;;;;;;;;;;;;;;257.2;156;;;8316;72;;
LUG;01.10.1920 00:00;9.3;15.3;11.5;-1.7;-0.9;-1.6;;;;;;;;;;;;;;;;;106.8;71;;;4559;54;;
LUG;01.11.1920 00:00;2.9;8.6;5.3;-3.1;-2.8;-3;;;;;;;;;;;;;;;;;94;56;;;5053;80;;
LUG;01.12.1920 00:00;1.8;7.4;3.9;-0.7;-0.2;-0.3;;;;;;;;;;;;;;;;;44.1;55;;;3134;49;;
LUG;01.01.1921 00:00;2;10.4;5.1;1.3;0.8;3.3;;;;;;;;;;;;;;;;;78.6;120;;;8952;121;;
LUG;01.02.1921 00:00;1.3;9.5;4.1;-0.9;-0.6;0.5;;;;;;;;;;;;;;;;;36.4;59;;;9323;109;;
LUG;01.03.1921 00:00;4.1;15.3;8.6;-0.3;-1.1;1.8;;;;;;;;;;;;;;;;;33.2;44;;;11922;104;;
LUG;01.04.1921 00:00;5.4;14.2;9.7;-2.6;-3.1;-2.5;;;;;;;;;;;;;;;;;101.5;74;;;10861;99;;
LUG;01.05.1921 00:00;11.4;20.3;15.8;-0.5;-1;-0.5;;;;;;;;;;;;;;;;;142.2;80;;;11705;98;;
LUG;01.06.1921 00:00;14.1;24.4;19.7;-0.7;-2;-0.5;;;;;;;;;;;;;;;;;56.4;33;;;16972;124;;
LUG;01.07.1921 00:00;16.6;28;22.7;0.1;-1.4;0.7;;;;;;;;;;;;;;;;;55;35;;;17650;113;;
LUG;01.08.1921 00:00;15.1;25;20;-2.1;-2.7;-1.8;;;;;;;;;;;;;;;;;242.3;153;;;14357;98;;
LUG;01.09.1921 00:00;13.8;22.9;17.6;-0.3;-0.4;0.8;;;;;;;;;;;;;;;;;20.7;13;;;13427;117;;
LUG;01.10.1921 00:00;9.6;20.7;14.4;1.2;-0.6;3.8;;;;;;;;;;;;;;;;;11.7;8;;;14946;176;;
LUG;01.11.1921 00:00;2.2;10.3;5.6;-2.8;-3.5;-1.3;;;;;;;;;;;;;;;;;9.2;6;;;8991;142;;
LUG;01.12.1921 00:00;0.2;9;4.4;-0.2;-1.8;1.3;;;;;;;;;;;;;;;;;1.7;2;;;7919;123;;
LUG;01.01.1922 00:00;-1.2;6;1.3;-2.5;-2.4;-1.1;;;;;;;;;;;;;;;;;37.4;57;;;6607;89;;
LUG;01.02.1922 00:00;-0.5;8.6;2.8;-2.2;-2.4;-0.4;;;;;;;;;;;;;;;;;17.6;29;;;9453;111;;
LUG;01.03.1922 00:00;4.4;12.2;7.6;-1.3;-0.8;-1.3;;;;;;;;;;;;;;;;;183.4;243;;;7126;62;;
LUG;01.04.1922 00:00;6.3;13.8;9.5;-2.8;-2.2;-2.9;;;;;;;;;;;;;;;;;137.9;100;;;8645;79;;
LUG;01.05.1922 00:00;12.2;21.9;17.5;1.2;-0.2;1.1;;;;;;;;;;;;;;;;;104.6;59;;;17249;144;;
LUG;01.06.1922 00:00;14.6;23.7;19.5;-0.9;-1.5;-1.2;;;;;;;;;;;;;;;;;110;64;;;12579;92;;
LUG;01.07.1922 00:00;14.6;25.2;20.5;-2.1;-3.4;-2.1;;;;;;;;;;;;;;;;;108.5;69;;;15889;102;;
LUG;01.08.1922 00:00;15.5;25.8;20.3;-1.8;-2.3;-1;;;;;;;;;;;;;;;;;112.9;71;;;14907;102;;
LUG;01.09.1922 00:00;10.8;19.8;14.7;-3.2;-3.4;-2.3;;;;;;;;;;;;;;;;;284.6;173;;;10417;90;;
LUG;01.10.1922 00:00;7.7;14.3;10.6;-2.6;-2.5;-2.6;;;;;;;;;;;;;;;;;178.1;119;;;6918;82;;
LUG;01.11.1922 00:00;1.7;10.6;6.1;-2.3;-4;-1;;;;;;;;;;;;;;;;;12.5;8;;;11846;187;;
LUG;01.12.1922 00:00;0.5;7.2;3.1;-1.5;-1.5;-0.5;;;;;;;;;;;;;;;;;162.8;204;;;5878;91;;
LUG;01.01.1923 00:00;0;7.6;2.7;-1.1;-1.2;0.5;;;;;;;;;;;;;;;;;0;0;;;7946;107;;
LUG;01.02.1923 00:00;1.3;9.2;4.3;-0.7;-0.6;0.2;;;;;;;;;;;;;;;;;57.5;94;;;5930;69;;
LUG;01.03.1923 00:00;3.7;13.8;8.1;-0.8;-1.5;0.3;;;;;;;;;;;;;;;;;26.4;35;;;11990;104;;
LUG;01.04.1923 00:00;6.9;14.7;9.8;-2.5;-1.6;-2;;;;;;;;;;;;;;;;;219.6;159;;;7066;65;;
LUG;01.05.1923 00:00;10.9;19.9;15.7;-0.6;-1.5;-0.9;;;;;;;;;;;;;;;;;233.2;131;;;13308;111;;
LUG;01.06.1923 00:00;11.3;21.1;16.8;-3.6;-4.8;-3.8;;;;;;;;;;;;;;;;;148.3;86;;;14611;106;;
LUG;01.07.1923 00:00;16.7;27;22.4;-0.2;-1.3;-0.3;;;;;;;;;;;;;;;;;130.6;83;;;16868;108;;
LUG;01.08.1923 00:00;16.6;27.1;21.8;-0.3;-1.2;0.3;;;;;;;;;;;;;;;;;85.1;54;;;16736;114;;
LUG;01.09.1923 00:00;11.6;21.7;16.3;-1.6;-2.6;-0.4;;;;;;;;;;;;;;;;;157.1;95;;;13573;118;;
LUG;01.10.1923 00:00;10.2;17.7;13.1;-0.1;0;0.8;;;;;;;;;;;;;;;;;165.2;110;;;7715;91;;
LUG;01.11.1923 00:00;4.2;11.3;7.7;-0.7;-1.5;-0.3;;;;;;;;;;;;;;;;;167.7;101;;;5591;88;;
LUG;01.12.1923 00:00;0.7;7.8;3.8;-0.8;-1.3;0.1;;;;;;;;;;;;;;;;;23.2;29;;;6795;106;;
LUG;01.01.1924 00:00;-1.6;6;1;-2.8;-2.8;-1.1;;;;;;;;;;;;;;;;;63;96;;;8713;117;;
LUG;01.02.1924 00:00;-0.1;8;2.9;-2.1;-2;-1;;;;;;;;;;;;;;;;;36.3;59;;;9137;107;;
LUG;01.03.1924 00:00;3.7;10.4;6.4;-2.5;-1.5;-3.1;;;;;;;;;;;;;;;;;101.1;134;;;8408;73;;
LUG;01.04.1924 00:00;7.5;15.8;11.6;-0.7;-1;-0.9;;;;;;;;;;;;;;;;;142.3;103;;;11398;104;;
LUG;01.05.1924 00:00;12;21.1;16.7;0.4;-0.4;0.3;;;;;;;;;;;;;;;;;157.1;88;;;14788;123;;
LUG;01.06.1924 00:00;14.8;23.5;19.5;-0.9;-1.3;-1.4;;;;;;;;;;;;;;;;;130.6;76;;;12931;94;;
LUG;01.07.1924 00:00;16.6;26;21.6;-1;-1.4;-1.3;;;;;;;;;;;;;;;;;245.3;155;;;16700;107;;
LUG;01.08.1924 00:00;12.9;22.9;17.9;-4.2;-4.9;-3.9;;;;;;;;;;;;;;;;;326.5;206;;;14558;99;;
LUG;01.09.1924 00:00;12.6;22.3;16.9;-1;-1.6;0.2;;;;;;;;;;;;;;;;;211.3;128;;;13179;114;;
LUG;01.10.1924 00:00;8.5;16.5;11.7;-1.5;-1.7;-0.4;;;;;;;;;;;;;;;;;182.8;122;;;11388;134;;
LUG;01.11.1924 00:00;3.7;10.7;6.9;-1.5;-2;-0.9;;;;;;;;;;;;;;;;;68;41;;;6369;101;;
LUG;01.12.1924 00:00;1.3;8.4;4;-0.6;-0.7;0.7;;;;;;;;;;;;;;;;;120.5;151;;;7624;118;;
LUG;01.01.1925 00:00;0.4;8;3.3;-0.5;-0.8;0.9;;;;;;;;;;;;;;;;;1.1;2;;;9467;127;;
LUG;01.02.1925 00:00;1.4;8.3;3.9;-1.1;-0.5;-0.7;;;;;;;;;;;;;;;;;198.2;323;;;7648;90;;
LUG;01.03.1925 00:00;1.7;9.6;5;-3.9;-3.5;-3.9;;;;;;;;;;;;;;;;;136.9;181;;;11725;102;;
LUG;01.04.1925 00:00;6.9;13.8;9.9;-2.4;-1.6;-2.9;;;;;;;;;;;;;;;;;113.8;82;;;9559;87;;
LUG;01.05.1925 00:00;11;17.2;14.1;-2.2;-1.4;-3.6;;;;;;;;;;;;;;;;;145;82;;;10194;85;;
LUG;01.06.1925 00:00;15;24.7;20.7;0.3;-1.1;-0.2;;;;;;;;;;;;;;;;;39.9;23;;;17194;125;;
LUG;01.07.1925 00:00;15.1;24.8;19.9;-2.7;-2.9;-2.5;;;;;;;;;;;;;;;;;189.6;120;;;13878;89;;
LUG;01.08.1925 00:00;14.6;25.3;19.9;-2.2;-3.2;-1.5;;;;;;;;;;;;;;;;;177;112;;;16511;113;;
LUG;01.09.1925 00:00;10.8;20.2;15;-2.9;-3.4;-1.9;;;;;;;;;;;;;;;;;169.2;103;;;11283;98;;
