valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
cases,2021,year,UR,canton,all,agegroup_food,all,24,37047,64.78,NA,25,NA,0.4,NA,NA,NA,NA,TRUE
cases,2021,year,VD,canton,all,agegroup_food,all,784,822968,95.26,NA,736.3,NA,11.6,NA,NA,NA,NA,TRUE
cases,2021,year,VS,canton,all,agegroup_food,all,398,353209,112.68,NA,388.3,NA,5.9,NA,NA,NA,NA,TRUE
cases,2021,year,ZG,canton,all,agegroup_food,all,93,129787,71.66,NA,94,NA,1.4,NA,NA,NA,NA,TRUE
cases,2021,year,ZH,canton,all,agegroup_food,all,989,1564662,63.21,NA,1021.7,NA,14.6,NA,NA,NA,NA,TRUE
cases,2021,year,unknown,canton,all,agegroup_food,all,11,NA,NA,NA,7.7,NA,0.2,NA,NA,NA,NA,TRUE
cases,2022,year,AG,canton,all,agegroup_food,all,588,711232,82.67,NA,497.3,NA,7.7,NA,NA,NA,NA,TRUE
cases,2022,year,AI,canton,all,agegroup_food,all,7,16416,42.64,NA,8.7,NA,0.1,NA,NA,NA,NA,TRUE
cases,2022,year,AR,canton,all,agegroup_food,all,30,55759,53.8,NA,27,NA,0.4,NA,NA,NA,NA,TRUE
cases,2022,year,BE,canton,all,agegroup_food,all,785,1051437,74.66,NA,732,NA,10.3,NA,NA,NA,NA,TRUE
cases,2022,year,BL,canton,all,agegroup_food,all,397,294417,134.84,NA,317,NA,5.2,NA,NA,NA,NA,TRUE
cases,2022,year,BS,canton,all,agegroup_food,all,212,196786,107.73,NA,167,NA,2.8,NA,NA,NA,NA,TRUE
cases,2022,year,CH,country,all,agegroup_food,all,7593,8815385,86.13,NA,6787,NA,99.3,NA,NA,NA,NA,TRUE
cases,2022,year,CHFL,CHFL,all,agegroup_food,all,7645,8855062,86.33,NA,6829.7,rising,100,843,8.84,11.4,7094,TRUE
cases,2022,year,FL,country,all,agegroup_food,all,52,39677,131.06,NA,42.7,NA,0.7,NA,NA,NA,NA,TRUE
cases,2022,year,FR,canton,all,agegroup_food,all,261,334465,78.04,NA,276.7,NA,3.4,NA,NA,NA,NA,TRUE
cases,2022,year,GE,canton,all,agegroup_food,all,484,514114,94.14,NA,465.3,NA,6.4,NA,NA,NA,NA,TRUE
cases,2022,year,GL,canton,all,agegroup_food,all,37,41471,89.22,NA,34,NA,0.5,NA,NA,NA,NA,TRUE
cases,2022,year,GR,canton,all,agegroup_food,all,177,202538,87.39,NA,148.3,NA,2.3,NA,NA,NA,NA,TRUE
cases,2022,year,JU,canton,all,agegroup_food,all,97,73865,131.32,NA,90.7,NA,1.3,NA,NA,NA,NA,TRUE
cases,2022,year,LU,canton,all,agegroup_food,all,317,424851,74.61,NA,282,NA,4.2,NA,NA,NA,NA,TRUE
cases,2022,year,NE,canton,all,agegroup_food,all,189,176571,107.04,NA,178.7,NA,2.5,NA,NA,NA,NA,TRUE
cases,2022,year,NW,canton,all,agegroup_food,all,43,44420,96.8,NA,32.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2022,year,OW,canton,all,agegroup_food,all,37,38700,95.61,NA,35,NA,0.5,NA,NA,NA,NA,TRUE
cases,2022,year,SG,canton,all,agegroup_food,all,381,525967,72.44,NA,325.7,NA,5,NA,NA,NA,NA,TRUE
cases,2022,year,SH,canton,all,agegroup_food,all,56,85214,65.72,NA,59.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2022,year,SO,canton,all,agegroup_food,all,233,282408,82.5,NA,214,NA,3.1,NA,NA,NA,NA,TRUE
cases,2022,year,SZ,canton,all,agegroup_food,all,125,164920,75.79,NA,116.7,NA,1.6,NA,NA,NA,NA,TRUE
cases,2022,year,TG,canton,all,agegroup_food,all,190,289650,65.6,NA,169.7,NA,2.5,NA,NA,NA,NA,TRUE
cases,2022,year,TI,canton,all,agegroup_food,all,402,354023,113.55,NA,316.7,NA,5.3,NA,NA,NA,NA,TRUE
cases,2022,year,UR,canton,all,agegroup_food,all,18,37317,48.24,NA,22.7,NA,0.2,NA,NA,NA,NA,TRUE
cases,2022,year,VD,canton,all,agegroup_food,all,787,830431,94.77,NA,741.3,NA,10.4,NA,NA,NA,NA,TRUE
cases,2022,year,VS,canton,all,agegroup_food,all,425,357282,118.95,NA,390.3,NA,5.6,NA,NA,NA,NA,TRUE
cases,2022,year,ZG,canton,all,agegroup_food,all,140,131164,106.74,NA,101.7,NA,1.8,NA,NA,NA,NA,TRUE
cases,2022,year,ZH,canton,all,agegroup_food,all,1157,1579967,73.23,NA,1026,NA,15.2,NA,NA,NA,NA,TRUE
cases,2022,year,unknown,canton,all,agegroup_food,all,18,NA,NA,NA,11,NA,0.2,NA,NA,NA,NA,TRUE
cases,2023,year,AG,canton,all,agegroup_food,all,432,726894,59.43,NA,499.3,NA,6.4,NA,NA,NA,NA,TRUE
cases,2023,year,AI,canton,all,agegroup_food,all,11,16585,66.32,NA,9,NA,0.2,NA,NA,NA,NA,TRUE
cases,2023,year,AR,canton,all,agegroup_food,all,28,56495,49.56,NA,29,NA,0.4,NA,NA,NA,NA,TRUE
cases,2023,year,BE,canton,all,agegroup_food,all,755,1063533,70.99,NA,751.7,NA,11.2,NA,NA,NA,NA,TRUE
cases,2023,year,BL,canton,all,agegroup_food,all,250,298837,83.66,NA,319,NA,3.7,NA,NA,NA,NA,TRUE
cases,2023,year,BS,canton,all,agegroup_food,all,123,200031,61.49,NA,157.3,NA,1.8,NA,NA,NA,NA,TRUE
cases,2023,year,CH,country,all,agegroup_food,all,6734,8962258,75.14,NA,7030.3,NA,99.3,NA,NA,NA,NA,TRUE
cases,2023,year,CHFL,CHFL,all,agegroup_food,all,6784,9002273,75.36,NA,7077,falling,100,-861,-10.97,-12.7,6905.2,TRUE
cases,2023,year,FL,country,all,agegroup_food,all,50,40015,124.95,NA,46.7,NA,0.7,NA,NA,NA,NA,TRUE
cases,2023,year,FR,canton,all,agegroup_food,all,271,341537,79.35,NA,283.7,NA,4,NA,NA,NA,NA,TRUE
cases,2023,year,GE,canton,all,agegroup_food,all,481,524410,91.72,NA,483.3,NA,7.1,NA,NA,NA,NA,TRUE
cases,2023,year,GL,canton,all,agegroup_food,all,31,42056,73.71,NA,33.3,NA,0.5,NA,NA,NA,NA,TRUE
cases,2023,year,GR,canton,all,agegroup_food,all,139,204888,67.84,NA,149.7,NA,2.1,NA,NA,NA,NA,TRUE
cases,2023,year,JU,canton,all,agegroup_food,all,70,74548,93.9,NA,86,NA,1,NA,NA,NA,NA,TRUE
cases,2023,year,LU,canton,all,agegroup_food,all,297,432744,68.63,NA,294.3,NA,4.4,NA,NA,NA,NA,TRUE
cases,2023,year,NE,canton,all,agegroup_food,all,185,178291,103.76,NA,189,NA,2.7,NA,NA,NA,NA,TRUE
cases,2023,year,NW,canton,all,agegroup_food,all,41,45016,91.08,NA,39.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2023,year,OW,canton,all,agegroup_food,all,31,39272,78.94,NA,35.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2023,year,SG,canton,all,agegroup_food,all,358,535114,66.9,NA,353.7,NA,5.3,NA,NA,NA,NA,TRUE
cases,2023,year,SH,canton,all,agegroup_food,all,59,87111,67.73,NA,62,NA,0.9,NA,NA,NA,NA,TRUE
cases,2023,year,SO,canton,all,agegroup_food,all,206,286844,71.82,NA,223,NA,3.1,NA,NA,NA,NA,TRUE
cases,2023,year,SZ,canton,all,agegroup_food,all,115,167403,68.7,NA,122.3,NA,1.7,NA,NA,NA,NA,TRUE
cases,2023,year,TG,canton,all,agegroup_food,all,174,295220,58.94,NA,170.3,NA,2.6,NA,NA,NA,NA,TRUE
cases,2023,year,TI,canton,all,agegroup_food,all,390,357720,109.02,NA,362.3,NA,5.8,NA,NA,NA,NA,TRUE
cases,2023,year,UR,canton,all,agegroup_food,all,24,37931,63.27,NA,22,NA,0.4,NA,NA,NA,NA,TRUE
cases,2023,year,VD,canton,all,agegroup_food,all,803,845870,94.93,NA,791.3,NA,11.9,NA,NA,NA,NA,TRUE
cases,2023,year,VS,canton,all,agegroup_food,all,387,365844,105.78,NA,403.3,NA,5.7,NA,NA,NA,NA,TRUE
cases,2023,year,ZG,canton,all,agegroup_food,all,90,132556,67.9,NA,107.7,NA,1.3,NA,NA,NA,NA,TRUE
cases,2023,year,ZH,canton,all,agegroup_food,all,983,1605508,61.23,NA,1043,NA,14.6,NA,NA,NA,NA,TRUE
cases,2024,year,AG,canton,all,agegroup_food,all,571,735808,77.6,NA,530.3,NA,6.9,NA,NA,NA,NA,TRUE
cases,2024,year,AI,canton,all,agegroup_food,all,15,16733,89.64,NA,11,NA,0.2,NA,NA,NA,NA,TRUE
cases,2024,year,AR,canton,all,agegroup_food,all,46,56705,81.12,NA,34.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2024,year,BE,canton,all,agegroup_food,all,869,1071216,81.12,NA,803,NA,10.5,NA,NA,NA,NA,TRUE
cases,2024,year,BL,canton,all,agegroup_food,all,295,301323,97.9,NA,314,NA,3.6,NA,NA,NA,NA,TRUE
cases,2024,year,BS,canton,all,agegroup_food,all,154,201384,76.47,NA,163,NA,1.9,NA,NA,NA,NA,TRUE
cases,2024,year,CH,country,all,agegroup_food,all,8299,9051029,91.69,NA,7542,NA,99.3,NA,NA,NA,NA,TRUE
cases,2024,year,CHFL,CHFL,all,agegroup_food,all,8360,9091915,91.95,NA,7596.3,rising,100,1576,16.59,22,7126.6,TRUE
cases,2024,year,FL,country,all,agegroup_food,all,61,40886,149.2,NA,54.3,NA,0.7,NA,NA,NA,NA,TRUE
cases,2024,year,FR,canton,all,agegroup_food,all,389,346674,112.21,NA,307,NA,4.7,NA,NA,NA,NA,TRUE
cases,2024,year,GE,canton,all,agegroup_food,all,633,531102,119.19,NA,532.7,NA,7.6,NA,NA,NA,NA,TRUE
cases,2024,year,GL,canton,all,agegroup_food,all,36,42371,84.96,NA,34.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2024,year,GR,canton,all,agegroup_food,all,176,206138,85.38,NA,164,NA,2.1,NA,NA,NA,NA,TRUE
cases,2024,year,JU,canton,all,agegroup_food,all,97,74840,129.61,NA,88,NA,1.2,NA,NA,NA,NA,TRUE
cases,2024,year,LU,canton,all,agegroup_food,all,358,437944,81.75,NA,324,NA,4.3,NA,NA,NA,NA,TRUE
cases,2024,year,NE,canton,all,agegroup_food,all,243,179518,135.36,NA,205.7,NA,2.9,NA,NA,NA,NA,TRUE
cases,2024,year,NW,canton,all,agegroup_food,all,46,45345,101.44,NA,43.3,NA,0.6,NA,NA,NA,NA,TRUE
cases,2024,year,OW,canton,all,agegroup_food,all,48,39662,121.02,NA,38.7,NA,0.6,NA,NA,NA,NA,TRUE
cases,2024,year,SG,canton,all,agegroup_food,all,359,540036,66.48,NA,366,NA,4.3,NA,NA,NA,NA,TRUE
cases,2024,year,SH,canton,all,agegroup_food,all,77,88667,86.84,NA,64,NA,0.9,NA,NA,NA,NA,TRUE
cases,2024,year,SO,canton,all,agegroup_food,all,255,289792,87.99,NA,231.3,NA,3.1,NA,NA,NA,NA,TRUE
cases,2024,year,SZ,canton,all,agegroup_food,all,120,168931,71.03,NA,120,NA,1.4,NA,NA,NA,NA,TRUE
cases,2024,year,TG,canton,all,agegroup_food,all,220,299509,73.45,NA,194.7,NA,2.7,NA,NA,NA,NA,TRUE
cases,2024,year,TI,canton,all,agegroup_food,all,443,358903,123.43,NA,411.7,NA,5.3,NA,NA,NA,NA,TRUE
cases,2024,year,UR,canton,all,agegroup_food,all,26,38275,67.93,NA,22.7,NA,0.3,NA,NA,NA,NA,TRUE
cases,2024,year,VD,canton,all,agegroup_food,all,1015,855106,118.7,NA,868.3,NA,12.2,NA,NA,NA,NA,TRUE
cases,2024,year,VS,canton,all,agegroup_food,all,492,371288,132.51,NA,434.7,NA,5.9,NA,NA,NA,NA,TRUE
cases,2024,year,ZG,canton,all,agegroup_food,all,116,133739,86.74,NA,115.3,NA,1.4,NA,NA,NA,NA,TRUE
cases,2024,year,ZH,canton,all,agegroup_food,all,1200,1620020,74.07,NA,1113.3,NA,14.5,NA,NA,NA,NA,TRUE
cases,2025,year,AG,canton,all,agegroup_food,all,551,735808,74.88,NA,518,NA,6.4,NA,NA,NA,NA,TRUE
cases,2025,year,AI,canton,all,agegroup_food,all,10,16733,59.76,NA,12,NA,0.1,NA,NA,NA,NA,TRUE
cases,2025,year,AR,canton,all,agegroup_food,all,36,56705,63.49,NA,36.7,NA,0.4,NA,NA,NA,NA,TRUE
cases,2025,year,BE,canton,all,agegroup_food,all,1018,1071216,95.03,NA,880.7,NA,11.7,NA,NA,NA,NA,TRUE
cases,2025,year,BL,canton,all,agegroup_food,all,359,301323,119.14,NA,301.3,NA,4.1,NA,NA,NA,NA,TRUE
cases,2025,year,BS,canton,all,agegroup_food,all,176,201384,87.4,NA,151,NA,2,NA,NA,NA,NA,TRUE
cases,2025,year,CH,country,all,agegroup_food,all,8675,9051029,95.85,NA,7902.7,NA,99.5,NA,NA,NA,NA,TRUE
cases,2025,year,CHFL,CHFL,all,agegroup_food,all,8716,9091915,95.87,NA,7953.3,rising,100,356,3.92,4.3,7661.4,TRUE
cases,2025,year,FL,country,all,agegroup_food,all,41,40886,100.28,NA,50.7,NA,0.5,NA,NA,NA,NA,TRUE
cases,2025,year,FR,canton,all,agegroup_food,all,381,346674,109.9,NA,347,NA,4.4,NA,NA,NA,NA,TRUE
cases,2025,year,GE,canton,all,agegroup_food,all,669,531102,125.96,NA,594.3,NA,7.7,NA,NA,NA,NA,TRUE
cases,2025,year,GL,canton,all,agegroup_food,all,44,42371,103.84,NA,37,NA,0.5,NA,NA,NA,NA,TRUE
cases,2025,year,GR,canton,all,agegroup_food,all,174,206138,84.41,NA,163,NA,2,NA,NA,NA,NA,TRUE
cases,2025,year,JU,canton,all,agegroup_food,all,113,74840,150.99,NA,93.3,NA,1.3,NA,NA,NA,NA,TRUE
cases,2025,year,LU,canton,all,agegroup_food,all,334,437944,76.27,NA,329.7,NA,3.9,NA,NA,NA,NA,TRUE
cases,2025,year,NE,canton,all,agegroup_food,all,170,179518,94.7,NA,199.3,NA,2,NA,NA,NA,NA,TRUE
cases,2025,year,NW,canton,all,agegroup_food,all,36,45345,79.39,NA,41,NA,0.4,NA,NA,NA,NA,TRUE
cases,2025,year,OW,canton,all,agegroup_food,all,39,39662,98.33,NA,39.3,NA,0.4,NA,NA,NA,NA,TRUE
cases,2025,year,SG,canton,all,agegroup_food,all,358,540036,66.29,NA,358.3,NA,4.1,NA,NA,NA,NA,TRUE
cases,2025,year,SH,canton,all,agegroup_food,all,67,88667,75.56,NA,67.7,NA,0.8,NA,NA,NA,NA,TRUE
cases,2025,year,SO,canton,all,agegroup_food,all,285,289792,98.35,NA,248.7,NA,3.3,NA,NA,NA,NA,TRUE
cases,2025,year,SZ,canton,all,agegroup_food,all,157,168931,92.94,NA,130.7,NA,1.8,NA,NA,NA,NA,TRUE
cases,2025,year,TG,canton,all,agegroup_food,all,206,299509,68.78,NA,200,NA,2.4,NA,NA,NA,NA,TRUE
cases,2025,year,TI,canton,all,agegroup_food,all,430,358903,119.81,NA,421,NA,5,NA,NA,NA,NA,TRUE
cases,2025,year,UR,canton,all,agegroup_food,all,20,38275,52.25,NA,23.3,NA,0.2,NA,NA,NA,NA,TRUE
cases,2025,year,VD,canton,all,agegroup_food,all,1040,855106,121.62,NA,952.7,NA,12,NA,NA,NA,NA,TRUE
cases,2025,year,VS,canton,all,agegroup_food,all,507,371288,136.55,NA,462,NA,5.8,NA,NA,NA,NA,TRUE
cases,2025,year,ZG,canton,all,agegroup_food,all,116,133739,86.74,NA,107.3,NA,1.3,NA,NA,NA,NA,TRUE
cases,2025,year,ZH,canton,all,agegroup_food,all,1379,1620020,85.12,NA,1187.3,NA,15.9,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,0 - 16,agegroup_food,all,NA,NA,66.68,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,17 - 24,agegroup_food,all,NA,NA,129.4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,25 - 44,agegroup_food,all,NA,NA,79.53,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,45 - 64,agegroup_food,all,NA,NA,75.56,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,65+,agegroup_food,all,NA,NA,102.75,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2022,year,CHFL,CHFL,unknown,agegroup_food,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,0 - 16,agegroup_food,all,NA,NA,64.56,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,17 - 24,agegroup_food,all,NA,NA,125.16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,25 - 44,agegroup_food,all,NA,NA,77.21,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,45 - 64,agegroup_food,all,NA,NA,74.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,65+,agegroup_food,all,NA,NA,102.67,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2023,year,CHFL,CHFL,unknown,agegroup_food,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,0 - 16,agegroup_food,all,NA,NA,63.84,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,17 - 24,agegroup_food,all,NA,NA,124.13,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,25 - 44,agegroup_food,all,NA,NA,76.86,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,45 - 64,agegroup_food,all,NA,NA,75.16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,65+,agegroup_food,all,NA,NA,104.28,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2024,year,CHFL,CHFL,unknown,agegroup_food,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,0 - 16,agegroup_food,all,NA,NA,63.93,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,17 - 24,agegroup_food,all,NA,NA,124.94,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,25 - 44,agegroup_food,all,NA,NA,77.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,45 - 64,agegroup_food,all,NA,NA,76.64,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,65+,agegroup_food,all,NA,NA,108.48,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_mean,2025,year,CHFL,CHFL,unknown,agegroup_food,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2022,year,CHFL,CHFL,all,agegroup_food,female,32962,NA,NA,NA,NA,NA,45.3,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2022,year,CHFL,CHFL,all,agegroup_food,male,39264,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2022,year,CHFL,CHFL,all,agegroup_food,unknown,528,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2023,year,CHFL,CHFL,all,agegroup_food,female,32486,NA,NA,NA,NA,NA,45.1,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2023,year,CHFL,CHFL,all,agegroup_food,male,39009,NA,NA,NA,NA,NA,54.2,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2023,year,CHFL,CHFL,all,agegroup_food,unknown,492,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2024,year,CHFL,CHFL,all,agegroup_food,female,32688,NA,NA,NA,NA,NA,44.9,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2024,year,CHFL,CHFL,all,agegroup_food,male,39656,NA,NA,NA,NA,NA,54.5,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2024,year,CHFL,CHFL,all,agegroup_food,unknown,457,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2025,year,CHFL,CHFL,all,agegroup_food,female,33293,NA,NA,NA,NA,NA,44.6,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2025,year,CHFL,CHFL,all,agegroup_food,male,40954,NA,NA,NA,NA,NA,54.9,NA,NA,NA,NA,TRUE
cases_10y_cumsum,2025,year,CHFL,CHFL,all,agegroup_food,unknown,400,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
