valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,pop,incValue,valueYearCumSum,valueMean3y,trend,prct,deltaValue,deltaIncValue,incValuePrctChange,valueMean5y,dataComplete
min_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_food,all,537,NA,6.14,537,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_food,all,254,NA,3.04,854,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_food,all,226,NA,2.59,1090,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_food,all,160,NA,1.84,1250,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_food,all,335,NA,3.85,1585,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_food,all,591,NA,6.57,2232,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_food,all,724,NA,8.04,3103,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_food,all,856,NA,9.72,4037,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_food,all,663,NA,7.42,4741,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_food,all,473,NA,5.43,5214,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_food,all,371,NA,4.26,5585,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_food,all,439,NA,5.15,6042,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_food,all,524,NA,5.76,524,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_food,all,274,NA,3.15,846,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_food,all,226,NA,2.59,1090,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_food,all,160,NA,1.84,1250,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_food,all,335,NA,3.85,1585,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_food,all,591,NA,6.57,2232,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_food,all,724,NA,8.04,3103,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_food,all,875,NA,9.72,4037,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_food,all,663,NA,7.42,4741,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_food,all,473,NA,5.43,5214,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_food,all,371,NA,4.26,5585,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_food,all,439,NA,5.15,6042,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_food,all,524,NA,5.76,524,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_food,all,274,NA,3.15,846,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_food,all,226,NA,2.59,1090,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_food,all,160,NA,1.84,1250,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_food,all,335,NA,3.85,1585,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_food,all,591,NA,6.57,2232,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_food,all,724,NA,8.04,3103,NA,NA,NA,NA,NA,NA,NA,TRUE
min_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_food,all,875,NA,9.72,4037,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M01,month,CHFL,CHFL,all,agegroup_food,all,612,NA,7.2,612,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M02,month,CHFL,CHFL,all,agegroup_food,all,336,NA,3.87,923,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M03,month,CHFL,CHFL,all,agegroup_food,all,362,NA,4.2,1308,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M04,month,CHFL,CHFL,all,agegroup_food,all,399,NA,4.58,1732,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M05,month,CHFL,CHFL,all,agegroup_food,all,528,NA,6.31,2281,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M06,month,CHFL,CHFL,all,agegroup_food,all,693,NA,8.33,2979,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M07,month,CHFL,CHFL,all,agegroup_food,all,858,NA,10.11,3815,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M08,month,CHFL,CHFL,all,agegroup_food,all,970,NA,11.47,4816,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M09,month,CHFL,CHFL,all,agegroup_food,all,703,NA,8.25,5530,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M10,month,CHFL,CHFL,all,agegroup_food,all,634,NA,7.54,6202,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M11,month,CHFL,CHFL,all,agegroup_food,all,572,NA,6.71,6786,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2022-M12,month,CHFL,CHFL,all,agegroup_food,all,566,NA,6.64,7400,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M01,month,CHFL,CHFL,all,agegroup_food,all,597,NA,6.88,597,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M02,month,CHFL,CHFL,all,agegroup_food,all,332,NA,3.81,896,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M03,month,CHFL,CHFL,all,agegroup_food,all,362,NA,4.2,1276,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M04,month,CHFL,CHFL,all,agegroup_food,all,392,NA,4.58,1668,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M05,month,CHFL,CHFL,all,agegroup_food,all,528,NA,6.31,2234,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M06,month,CHFL,CHFL,all,agegroup_food,all,678,NA,8.07,2956,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M07,month,CHFL,CHFL,all,agegroup_food,all,858,NA,10.11,3798,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M08,month,CHFL,CHFL,all,agegroup_food,all,970,NA,11.47,4816,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M09,month,CHFL,CHFL,all,agegroup_food,all,702,NA,8.1,5530,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M10,month,CHFL,CHFL,all,agegroup_food,all,634,NA,7.39,6188,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M11,month,CHFL,CHFL,all,agegroup_food,all,566,NA,6.62,6756,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2023-M12,month,CHFL,CHFL,all,agegroup_food,all,566,NA,6.64,7248,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_food,all,597,NA,6.88,597,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_food,all,332,NA,3.81,896,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_food,all,362,NA,4.2,1276,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_food,all,392,NA,4.58,1668,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_food,all,540,NA,6.36,2234,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_food,all,678,NA,8.07,2956,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_food,all,867,NA,10.11,3798,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_food,all,1007,NA,11.55,4816,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_food,all,703,NA,8.25,5530,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_food,all,651,NA,7.44,6188,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_food,all,561,NA,6.41,6756,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_food,all,546,NA,6.39,7248,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_food,all,582,NA,6.62,582,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_food,all,332,NA,3.81,896,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_food,all,378,NA,4.27,1276,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_food,all,392,NA,4.58,1668,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_food,all,549,NA,6.4,2250,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_food,all,714,NA,8.41,2979,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_food,all,888,NA,10.25,3922,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_food,all,1035,NA,11.87,4963,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_food,all,714,NA,8.31,5696,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_food,all,656,NA,7.66,6379,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_food,all,572,NA,6.62,6963,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_food,all,546,NA,6.39,7449,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_food,all,582,NA,6.62,582,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_food,all,332,NA,3.81,896,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_food,all,378,NA,4.27,1276,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_food,all,392,NA,4.58,1668,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_food,all,549,NA,6.4,2250,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_food,all,744,NA,8.7,2979,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_food,all,931,NA,10.42,3922,NA,NA,NA,NA,NA,NA,NA,TRUE
median_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_food,all,1035,NA,11.87,4963,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M01,month,CHFL,CHFL,all,agegroup_food,all,817,NA,9.91,817,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M02,month,CHFL,CHFL,all,agegroup_food,all,433,NA,5.12,1250,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M03,month,CHFL,CHFL,all,agegroup_food,all,446,NA,5.23,1674,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M04,month,CHFL,CHFL,all,agegroup_food,all,464,NA,5.52,2138,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M05,month,CHFL,CHFL,all,agegroup_food,all,619,NA,7.32,2757,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M06,month,CHFL,CHFL,all,agegroup_food,all,816,NA,9.22,3460,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M07,month,CHFL,CHFL,all,agegroup_food,all,1031,NA,12.01,4323,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M08,month,CHFL,CHFL,all,agegroup_food,all,1086,NA,12.84,5409,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M09,month,CHFL,CHFL,all,agegroup_food,all,841,NA,9.94,6250,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M10,month,CHFL,CHFL,all,agegroup_food,all,743,NA,9.09,6905,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M11,month,CHFL,CHFL,all,agegroup_food,all,635,NA,7.47,7525,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2022-M12,month,CHFL,CHFL,all,agegroup_food,all,782,NA,9.56,8075,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M01,month,CHFL,CHFL,all,agegroup_food,all,817,NA,9.66,817,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M02,month,CHFL,CHFL,all,agegroup_food,all,433,NA,5.12,1250,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M03,month,CHFL,CHFL,all,agegroup_food,all,446,NA,5.23,1674,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M04,month,CHFL,CHFL,all,agegroup_food,all,464,NA,5.52,2138,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M05,month,CHFL,CHFL,all,agegroup_food,all,619,NA,7.32,2757,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M06,month,CHFL,CHFL,all,agegroup_food,all,816,NA,9.22,3460,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M07,month,CHFL,CHFL,all,agegroup_food,all,1031,NA,12.01,4323,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M08,month,CHFL,CHFL,all,agegroup_food,all,1086,NA,12.84,5409,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M09,month,CHFL,CHFL,all,agegroup_food,all,841,NA,9.94,6250,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M10,month,CHFL,CHFL,all,agegroup_food,all,719,NA,8.38,6905,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M11,month,CHFL,CHFL,all,agegroup_food,all,635,NA,7.4,7525,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2023-M12,month,CHFL,CHFL,all,agegroup_food,all,775,NA,9.27,8075,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M01,month,CHFL,CHFL,all,agegroup_food,all,817,NA,9.66,817,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M02,month,CHFL,CHFL,all,agegroup_food,all,433,NA,5.12,1250,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M03,month,CHFL,CHFL,all,agegroup_food,all,446,NA,5.23,1674,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M04,month,CHFL,CHFL,all,agegroup_food,all,531,NA,5.84,2138,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M05,month,CHFL,CHFL,all,agegroup_food,all,681,NA,7.49,2802,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M06,month,CHFL,CHFL,all,agegroup_food,all,834,NA,9.22,3636,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M07,month,CHFL,CHFL,all,agegroup_food,all,1031,NA,12.01,4594,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M08,month,CHFL,CHFL,all,agegroup_food,all,1118,NA,12.84,5712,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M09,month,CHFL,CHFL,all,agegroup_food,all,841,NA,9.94,6516,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M10,month,CHFL,CHFL,all,agegroup_food,all,767,NA,8.44,7283,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M11,month,CHFL,CHFL,all,agegroup_food,all,635,NA,7.4,7817,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2024-M12,month,CHFL,CHFL,all,agegroup_food,all,775,NA,9.27,8360,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M01,month,CHFL,CHFL,all,agegroup_food,all,817,NA,9.66,817,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M02,month,CHFL,CHFL,all,agegroup_food,all,433,NA,5.12,1250,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M03,month,CHFL,CHFL,all,agegroup_food,all,446,NA,5.23,1674,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M04,month,CHFL,CHFL,all,agegroup_food,all,531,NA,5.84,2138,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M05,month,CHFL,CHFL,all,agegroup_food,all,681,NA,7.49,2802,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M06,month,CHFL,CHFL,all,agegroup_food,all,870,NA,9.57,3636,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M07,month,CHFL,CHFL,all,agegroup_food,all,1167,NA,12.84,4594,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M08,month,CHFL,CHFL,all,agegroup_food,all,1252,NA,13.77,5712,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M09,month,CHFL,CHFL,all,agegroup_food,all,987,NA,10.86,6532,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M10,month,CHFL,CHFL,all,agegroup_food,all,814,NA,8.95,7346,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M11,month,CHFL,CHFL,all,agegroup_food,all,691,NA,7.6,8037,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2025-M12,month,CHFL,CHFL,all,agegroup_food,all,686,NA,7.62,8716,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M01,month,CHFL,CHFL,all,agegroup_food,all,740,NA,8.14,740,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M02,month,CHFL,CHFL,all,agegroup_food,all,439,NA,4.83,1179,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M03,month,CHFL,CHFL,all,agegroup_food,all,510,NA,5.61,1689,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M04,month,CHFL,CHFL,all,agegroup_food,all,563,NA,6.19,2252,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M05,month,CHFL,CHFL,all,agegroup_food,all,851,NA,9.36,3103,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M06,month,CHFL,CHFL,all,agegroup_food,all,1096,NA,12.05,4199,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M07,month,CHFL,CHFL,all,agegroup_food,all,1280,NA,14.08,5479,NA,NA,NA,NA,NA,NA,NA,TRUE
max_value_10y,2026-M08,month,CHFL,CHFL,all,agegroup_food,all,1392,NA,15.31,6871,NA,NA,NA,NA,NA,NA,NA,TRUE
cases,2013,year,AG,canton,all,agegroup_food,all,546,636362,85.8,NA,NA,NA,7.3,NA,NA,NA,NA,TRUE
cases,2013,year,AI,canton,all,agegroup_food,all,25,15778,158.45,NA,NA,NA,0.3,NA,NA,NA,NA,TRUE
cases,2013,year,AR,canton,all,agegroup_food,all,52,53691,96.85,NA,NA,NA,0.7,NA,NA,NA,NA,TRUE
cases,2013,year,BE,canton,all,agegroup_food,all,958,1001281,95.68,NA,NA,NA,12.8,NA,NA,NA,NA,TRUE
cases,2013,year,BL,canton,all,agegroup_food,all,417,278656,149.65,NA,NA,NA,5.6,NA,NA,NA,NA,TRUE
cases,2013,year,BS,canton,all,agegroup_food,all,229,189335,120.95,NA,NA,NA,3.1,NA,NA,NA,NA,TRUE
cases,2013,year,CH,country,all,agegroup_food,all,7504,8139631,92.19,NA,NA,NA,99.4,NA,NA,NA,NA,TRUE
cases,2013,year,CHFL,CHFL,all,agegroup_food,all,7551,8176573,92.35,NA,NA,NA,100,NA,NA,NA,NA,TRUE
cases,2013,year,FL,country,all,agegroup_food,all,47,36942,127.23,NA,NA,NA,0.6,NA,NA,NA,NA,TRUE
cases,2013,year,FR,canton,all,agegroup_food,all,193,297622,64.85,NA,NA,NA,2.6,NA,NA,NA,NA,TRUE
cases,2013,year,GE,canton,all,agegroup_food,all,341,469433,72.64,NA,NA,NA,4.5,NA,NA,NA,NA,TRUE
cases,2013,year,GL,canton,all,agegroup_food,all,33,39593,83.35,NA,NA,NA,0.4,NA,NA,NA,NA,TRUE
cases,2013,year,GR,canton,all,agegroup_food,all,191,194959,97.97,NA,NA,NA,2.5,NA,NA,NA,NA,TRUE
cases,2013,year,JU,canton,all,agegroup_food,all,103,71738,143.58,NA,NA,NA,1.4,NA,NA,NA,NA,TRUE
cases,2013,year,LU,canton,all,agegroup_food,all,371,390349,95.04,NA,NA,NA,4.9,NA,NA,NA,NA,TRUE
cases,2013,year,NE,canton,all,agegroup_food,all,147,176402,83.33,NA,NA,NA,2,NA,NA,NA,NA,TRUE
cases,2013,year,NW,canton,all,agegroup_food,all,52,41888,124.14,NA,NA,NA,0.7,NA,NA,NA,NA,TRUE
cases,2013,year,OW,canton,all,agegroup_food,all,34,36507,93.13,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
cases,2013,year,SG,canton,all,agegroup_food,all,475,491699,96.6,NA,NA,NA,6.3,NA,NA,NA,NA,TRUE
cases,2013,year,SH,canton,all,agegroup_food,all,73,78783,92.66,NA,NA,NA,1,NA,NA,NA,NA,TRUE
cases,2013,year,SO,canton,all,agegroup_food,all,307,261437,117.43,NA,NA,NA,4.1,NA,NA,NA,NA,TRUE
cases,2013,year,SZ,canton,all,agegroup_food,all,141,151396,93.13,NA,NA,NA,1.9,NA,NA,NA,NA,TRUE
cases,2013,year,TG,canton,all,agegroup_food,all,274,260278,105.27,NA,NA,NA,3.7,NA,NA,NA,NA,TRUE
cases,2013,year,TI,canton,all,agegroup_food,all,132,346539,38.09,NA,NA,NA,1.8,NA,NA,NA,NA,TRUE
cases,2013,year,UR,canton,all,agegroup_food,all,41,35865,114.32,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
cases,2013,year,VD,canton,all,agegroup_food,all,566,749373,75.53,NA,NA,NA,7.5,NA,NA,NA,NA,TRUE
cases,2013,year,VS,canton,all,agegroup_food,all,331,327011,101.22,NA,NA,NA,4.4,NA,NA,NA,NA,TRUE
cases,2013,year,ZG,canton,all,agegroup_food,all,107,118118,90.59,NA,NA,NA,1.4,NA,NA,NA,NA,TRUE
cases,2013,year,ZH,canton,all,agegroup_food,all,1362,1425538,95.54,NA,NA,NA,18.2,NA,NA,NA,NA,TRUE
cases,2013,year,unknown,canton,all,agegroup_food,all,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,TRUE
cases,2014,year,AG,canton,all,agegroup_food,all,497,645277,77.02,NA,NA,NA,6.6,NA,NA,NA,NA,TRUE
cases,2014,year,AI,canton,all,agegroup_food,all,22,15854,138.77,NA,NA,NA,0.3,NA,NA,NA,NA,TRUE
cases,2014,year,AR,canton,all,agegroup_food,all,59,54064,109.13,NA,NA,NA,0.8,NA,NA,NA,NA,TRUE
cases,2014,year,BE,canton,all,agegroup_food,all,992,1009418,98.27,NA,NA,NA,13.2,NA,NA,NA,NA,TRUE
cases,2014,year,BL,canton,all,agegroup_food,all,370,281301,131.53,NA,NA,NA,4.9,NA,NA,NA,NA,TRUE
cases,2014,year,BS,canton,all,agegroup_food,all,240,190580,125.93,NA,NA,NA,3.2,NA,NA,NA,NA,TRUE
cases,2014,year,CH,country,all,agegroup_food,all,7495,8237666,90.98,NA,NA,NA,99.3,NA,NA,NA,NA,TRUE
cases,2014,year,CHFL,CHFL,all,agegroup_food,all,7546,8274608,91.19,NA,NA,stagnant,100,-5,-1.16,-1.3,NA,TRUE
cases,2014,year,FL,country,all,agegroup_food,all,51,36942,138.05,NA,NA,NA,0.7,NA,NA,NA,NA,TRUE
cases,2014,year,FR,canton,all,agegroup_food,all,238,303377,78.45,NA,NA,NA,3.2,NA,NA,NA,NA,TRUE
cases,2014,year,GE,canton,all,agegroup_food,all,412,477385,86.3,NA,NA,NA,5.5,NA,NA,NA,NA,TRUE
cases,2014,year,GL,canton,all,agegroup_food,all,39,39794,98,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
cases,2014,year,GR,canton,all,agegroup_food,all,183,195886,93.42,NA,NA,NA,2.4,NA,NA,NA,NA,TRUE
cases,2014,year,JU,canton,all,agegroup_food,all,89,72410,122.91,NA,NA,NA,1.2,NA,NA,NA,NA,TRUE
cases,2014,year,LU,canton,all,agegroup_food,all,396,394604,100.35,NA,NA,NA,5.3,NA,NA,NA,NA,TRUE
cases,2014,year,NE,canton,all,agegroup_food,all,146,177327,82.33,NA,NA,NA,1.9,NA,NA,NA,NA,TRUE
cases,2014,year,NW,canton,all,agegroup_food,all,48,42080,114.07,NA,NA,NA,0.6,NA,NA,NA,NA,TRUE
cases,2014,year,OW,canton,all,agegroup_food,all,41,36834,111.31,NA,NA,NA,0.5,NA,NA,NA,NA,TRUE
cases,2014,year,SG,canton,all,agegroup_food,all,442,495824,89.14,NA,NA,NA,5.9,NA,NA,NA,NA,TRUE
cases,2014,year,SH,canton,all,agegroup_food,all,61,79417,76.81,NA,NA,NA,0.8,NA,NA,NA,NA,TRUE
